name	status	Dorsal	Hairy	Snail	Twist	bicoid	cad	giant	hunchback
Kvon2014_chr3R_12234791_12236982	off	0.464454707	0	0	0	0	0	0	0
Kvon2014_chrX_9667712_9669908	off	0.465462261	0	0	0	0	0	0	0
Kvon2014_chr2L_5634004_5636073	off	0.466817856	0	0	0	0	0	0	1.51293993
Kvon2014_chr2L_5635582_5637842	off	0.466817856	0	0	0	0	0	0	1.51293993
Kvon2014_chr2R_18349948_18352186	off	0.46890223	0	0	0	0	0	0	0
Kvon2014_chr3R_16977553_16979723	off	0.470048961	0	0	0	0	0	0	0
Kvon2014_chr3R_25825824_25826931	off	0.470931321	0	0	0	0	0	0	0
Kvon2014_chrX_17199343_17201644	off	0.471130252	0	0	0	0	0	0	0
Kvon2014_chrX_17201197_17203304	off	0.471130252	0	0	0	0	0	0	0
Kvon2014_chr2R_18761813_18762353	off	0.471364409	0	0	0	0	0	0	0
Kvon2014_chr3R_2018010_2019058	off	0.567146118	0	0.567146118	0	0	0	0	0
Kvon2014_chr2R_20999468_21001586	off	0.568097563	0	0	0	0	0	0	0
Kvon2014_chr2R_21001223_21003387	off	0.568097563	0	0	0	0	0	0	0
Kvon2014_chr2R_21002881_21005155	off	0.568097563	0	0	0	0	0	0	0
Kvon2014_chrX_1539130_1541499	off	0.568194644	1.2039871216	0	0	0	0	0	0
Kvon2014_chrX_1562707_1563338	off	0.569220956	0	0	0	0	0	0	0
Kvon2014_chrX_1563624_1564924	off	0.569220956	0	0	0	0	0	0	0
Kvon2014_chrX_17138979_17141553	off	0.570584218	0	0	0	0	0	0	0
Kvon2014_chr3L_4854361_4856439	off	0.570644379	0	0	0.570644379	0	0	0	0
Kvon2014_chr2R_3301276_3303366	off	0.570836276	0	0	0.570836276	0	0	0	0
Kvon2014_chr2R_3302453_3304622	off	0.570836276	0	0	0.570836276	0	0	0	0
Kvon2014_chrX_20115631_20118734	off	0.571121665	0	0	0	0	0	0	0
Kvon2014_chr2R_13181252_13183441	off	0.571740559	0	0	0.571740559	0	0	0	0
Kvon2014_chr3R_17994408_17996645	off	0.572833061	0.9070396423	0	0.572833061	0	0	0	0
Kvon2014_chr3R_17996280_17998373	off	0.572833061	0	0	0.572833061	0	0	0	0
Kvon2014_chr4_651617_654214	off	0.572920354	0	0	0	0	2.8629589081	2.2125597	3.4279017449
Kvon2014_chr2R_9239512_9241613	off	0.572991007	0	0	0.572991007	0	0	0	0
Kvon2014_chr3R_5001382_5003566	off	0.573370327	0	0	0.573370327	0	0	0	0
Kvon2014_chr2R_4437327_4439495	off	0.573504627	0	0	0.573504627	0	0	0	0
Kvon2014_chr3R_13710330_13711495	off	0.574202061	0	0	0.574202061	0	0	0	0
Kvon2014_chr2R_11358575_11360026	off	0.913811628	0	0	0	0	0	0	1.2693462372
Kvon2014_chr3L_6776188_6778272	off	0.914887907	0	0	0.485826526	0	0	0	0
Kvon2014_chr3L_6777721_6779877	off	0.914887907	0	0	0.485826526	0	0	0	0
Kvon2014_chr3L_14742679_14743471	off	0.91824946	0	0	0.557404041	0	0	0	0
Kvon2014_chrX_8514043_8516142	off	0.920051302	0	0	0.540970236	0	0	0	0
Kvon2014_chr2R_3931534_3933655	off	0.920512592	0	0	0.920512592	1.0403065681	0	0	0
Kvon2014_chr2L_3914144_3914869	off	0.921845168	0	0	0	0	0	0	0
Kvon2014_chr2L_3914843_3916873	off	0.921845168	0	0	0	0	0	0	0
Kvon2014_chr2L_1659568_1661913	off	0.922326207	0	0	0.922326207	0	0	0	0
Kvon2014_chrX_5252597_5254819	off	0.925756174	0	0	0.925756174	0	0	0	0
Kvon2014_chr3R_3896891_3899008	off	0.925876111	0	0	0	0	0	0	0
Kvon2014_chr2R_21023453_21025550	off	0.927111289	0	0	0.927111289	0	0	0	0
Kvon2014_chr3R_13558784_13559436	off	0.927158665	0	0	0.515495553	0	0	0	0
Kvon2014_chr3L_20637187_20639292	off	0.927384994	0	0	0.927384994	0	0	0	0
Kvon2014_chr3L_20635519_20637590	off	0.927384994	0	0	0.927384994	0	0	0	0.8112516403
Kvon2014_chr3L_13386143_13388229	off	0.92756354	0.8790178299	0.92756354	0	0	0	0	0
Kvon2014_chr3L_13387268_13389364	off	0.92756354	0	0.92756354	0	0	0	0	0
Kvon2014_chr2L_16688239_16690340	off	0.928315836	0	0	0	0	0	0	0
Kvon2014_chrX_10479016_10481573	off	0.928998554	0	0	0	0	0	0	0
Kvon2014_chr2L_18914471_18916598	off	0.932236531	0	0	0.932236531	0	0	0	0
Kvon2014_chrX_16068796_16070932	off	0.935387611	0	0	0.935387611	0	0	0	0
Kvon2014_chrX_8961560_8963759	off	1.148846907	0	0	0.737582535	0	0	0	0
Kvon2014_chrX_8255188_8257299	off	1.149711579	0	0	1.149711579	0	0	0	0
Kvon2014_chrX_5340712_5342794	off	1.150272818	0	0	1.150272818	0	0	0	0
Kvon2014_chrX_5342291_5344431	off	1.150272818	0	0	1.150272818	0	0	0	0
Kvon2014_chr2L_12810454_12812542	off	1.150591609	0	0	1.150591609	0	0	0	0
Kvon2014_chr3R_8111160_8113326	off	1.151815176	0	0	1.151815176	0	0	0	0
Kvon2014_chr3R_8112798_8114996	off	1.151815176	0	0	1.151815176	0	0	0	0
Kvon2014_chr3L_5735502_5737701	off	1.15254217	0	0	1.15254217	0	0	0	0
Kvon2014_chr3L_5736506_5738631	off	1.15254217	0	0	1.15254217	0	0	0	0
Kvon2014_chr2R_2555654_2556639	off	1.156368447	0	0	0.527803533	0	0	0	0
Kvon2014_chrX_20994968_20997080	off	1.157748911	0	0	0.531664742	0	0	0	0
Kvon2014_chr3L_12724337_12726521	off	1.158006696	0	0	0	0	0	0	0
Kvon2014_chrX_5226321_5226813	off	1.159217121	0	0	0.475352976	0	0	0	0
Kvon2014_chrX_5226778_5227451	off	1.159217121	0	0	0.475352976	0	0	0	0
Kvon2014_chr2R_8556056_8558189	off	1.159450138	0	0	1.159450138	0	0	0	0
Kvon2014_chr3R_12213136_12215316	off	1.163795892	4.4833693504	0	1.163795892	0	0	0	0
Kvon2014_chr3L_1022425_1024653	off	1.164173666	0	0	1.164173666	0	0	0	0
Kvon2014_chrX_17221479_17223582	off	1.166050989	0	0	0.742129298	0	0	0	0
Kvon2014_chrX_18178471_18180670	off	1.167065233	0	0	0	0	0	0	0
Kvon2014_chrX_18180222_18182402	off	1.167065233	0	0	0	0	0	0	0
Kvon2014_chr2R_2810869_2811463	off	1.169514291	0	0	0.59254708	0	0	0	0
Kvon2014_chr2R_10216954_10219148	off	1.225046349	0	0	0	0	0	0	0
Kvon2014_chr2R_10222380_10224473	off	1.225046349	2.349023819	0	0	0	1.7247040272	0	0
Kvon2014_chrX_341959_344040	off	1.227204603	0	0	1.227204603	0	0	0	0
Kvon2014_chr2R_11805608_11807870	off	1.228574388	0	0	0	0	0	0	0
Kvon2014_chr2R_11807539_11809597	off	1.228574388	0	0	0	0	0	0	1.2546615601
Kvon2014_chr3L_12569793_12571930	off	1.229160977	0	0	0.763237254	0	0	0	0
Kvon2014_chr2L_20075435_20075799	off	1.230547961	0	0	0.544712123	0	0	0	0
Kvon2014_chr3R_9754689_9756839	off	1.230688572	0	0	0	0	0	0	0
Kvon2014_chr2R_10996977_10999108	off	1.231775784	0	0	0.544526696	0	0	0	0
Kvon2014_chr2L_18707658_18709646	off	1.232922912	0	0	0	0	0	0	0
Kvon2014_chr3R_27424922_27426564	off	1.247356415	0	0	1.247356415	0	0	0	0
Kvon2014_chr2L_14085317_14087500	off	1.251101971	0	0	1.251101971	0	0	0	0
Kvon2014_chr2L_14087081_14089189	off	1.251101971	0	0	1.251101971	0	0	0	0
Kvon2014_chrX_17143494_17143876	off	1.25189203	1.0498156548	0	0.690657377	0	0	0	0
Kvon2014_chr3L_6839906_6842111	off	1.252247906	0	0	0	0	0	0	0
Kvon2014_chr3L_14109855_14112060	off	1.253152609	0	0	0.777724624	0	0	0	0
Kvon2014_chr2R_2715886_2718001	off	1.255642802	0	0	0.680880845	0	0	0	0
Kvon2014_chr3L_7858381_7860453	off	1.256095942	0	0	0	0	0	0	0
Kvon2014_chr2L_19222496_19224634	off	1.25918236	4.6460189819	0	0.81068179	0	0	0	0
Kvon2014_chrX_14645205_14647326	off	1.259243011	0	0	1.259243011	0	0	0	0
Kvon2014_chr3R_14230723_14231338	off	1.259938913	0	0	0	0	0	0	0
Kvon2014_chrX_248585_250743	off	1.392121794	1.0026454926	0	0.790520521	0	2.2846822739	0	1.2347054482
Kvon2014_chrX_5534879_5537144	off	1.393508877	0	0	1.393508877	0	0	0	0
Kvon2014_chr2R_16371589_16373688	off	1.397999465	0	0	1.397999465	0	0	0	0
Kvon2014_chr2R_13718470_13720653	off	1.401156398	0	0	0.607028008	0	0	0	0
Kvon2014_chrX_237999_240208	off	1.402927907	0	0	1.402927907	0	0	0	0
Kvon2014_chr2R_5070690_5072831	off	1.404245302	0	0	1.023996226	0	0	0	0
Kvon2014_chrX_18185421_18187503	off	1.405246249	0	0	0.581254584	0	0	0	0
Kvon2014_chr2R_10993372_10995581	off	1.406376455	0	0	0.774362214	0	0	0	0
Kvon2014_chr2R_3910149_3912266	off	1.407150588	0	0	0	0	0	0	0
Kvon2014_chr2L_547071_547528	off	1.408539751	0	0.595463493	0	0	0	0	0
Kvon2014_chr3R_16979377_16981453	off	1.412919939	0	0	0	0	0	0	0
Kvon2014_chr3R_20794762_20797085	off	1.413164888	0	0	1.413164888	0	0	0	0
Kvon2014_chr3L_4970574_4972739	off	1.418111086	0	0	0.679198742	0	0	0	0
Kvon2014_chr2R_11400174_11401391	off	1.419612183	0	0	1.419612183	0	0	0	0
Kvon2014_chr3L_18402032_18404283	off	1.421061071	0	0	1.421061071	0	0	0	0
Kvon2014_chr3L_18403719_18405838	off	1.421061071	0	0	1.421061071	0	0	0	0
Kvon2014_chr3R_24198809_24201014	off	1.425815835	0	0	1.425815835	0	0	0	0
Kvon2014_chr2R_10989975_10992139	off	1.426590185	0	0	0.794575944	0	0	0	0
Kvon2014_chrX_5502834_5504984	off	1.426888555	0	0	0	0	0	0	0.7229170799
Kvon2014_chr3R_2749788_2751989	off	1.427527577	0	0	0	0	0	0	0
Kvon2014_chr2L_21808403_21810591	off	1.42870443	0	0	1.42870443	0	0	0	0
Kvon2014_chr3R_26752790_26754987	off	1.718288342	0	0	1.718288342	0	0	0	1.0870704651
Kvon2014_chr3R_26750978_26753206	off	1.718288342	0	0	1.718288342	0	0	0	1.7239804268
Kvon2014_chrX_18260964_18263061	off	1.718494773	0	0.582240999	0	0	0	0	0
Kvon2014_chr3R_18692462_18694566	off	1.721523667	0	0	1.721523667	0	0	0	0
Kvon2014_chr2L_21887989_21890192	off	1.721719026	0	0	0.772037506	0	0	0	0
Kvon2014_chr2L_21889776_21891962	off	1.721719026	0	0	0.772037506	0	0	0	0
Kvon2014_chr3L_7144470_7146612	off	1.722107696	0	0	1.722107696	0	0	0	0
Kvon2014_chr3L_13639708_13641876	off	1.722114265	0	0	1.722114265	0	0	0	0
Kvon2014_chr2R_7050730_7052829	off	1.724658617	0	0	1.724658617	0	0	0	0
Kvon2014_chr3L_1083080_1085195	off	1.726536385	0	0	1.274381242	0	0	0	0
Kvon2014_chr3L_12719087_12721413	off	1.727438202	0	0	1.365210673	0	0	0	0
Kvon2014_chr3L_1324257_1326553	off	1.728067054	0	0.602673584	0.725854238	0	0	0	0
Kvon2014_chr3R_23562247_23564508	off	1.730409847	0	0	0	0	0	0	0
Kvon2014_chr3L_10312943_10315161	off	1.730735958	0	0	0	0	0	0	0
Kvon2014_chr3L_22854285_22857013	off	1.734124541	0	0.662861407	0	0	0	0	0
Kvon2014_chr3R_1343959_1346042	off	1.739854308	0	0	0	0	0	0	0
Kvon2014_chr3R_17256899_17259076	off	1.741020799	0	0	0	0	0	0	0
Kvon2014_chr3L_3942796_3943697	off	1.742236763	0	1.742236763	0	0	0	0	0
Kvon2014_chr2L_12522195_12524361	off	1.743583457	0	0	0	0	0	0	0
Kvon2014_chrX_15709829_15711964	off	2.24800857	0	0	1.013971965	0	0	0	0
Kvon2014_chrX_15711357_15713568	off	2.24800857	0	0	1.013971965	0	0	0	0
Kvon2014_chr4_1072141_1074348	off	2.2551763	0	0	0.593969518	0	0	0	1.861014843
Kvon2014_chr3R_10559042_10561430	off	2.256720353	0	0	1.892213501	0	0	0	0
Kvon2014_chr2L_16602222_16604401	off	2.257137018	0	0	0.932763829	0	0	0	0
Kvon2014_chr3R_6361915_6364144	off	2.260454893	0	0	0	0	0	0	0
Kvon2014_chr3L_7845890_7848126	off	2.266140661	0	0	0.931235186	0	0	0	0
Kvon2014_chr3R_9693612_9695902	off	2.268604733	0	0	1.438939768	0	0	0	0
Kvon2014_chr3R_26684610_26686781	off	2.273447275	1.9441561698	0	2.273447275	0	0	0	0
Kvon2014_chrX_8673294_8675406	off	2.277649403	0	0	2.277649403	0	0	0	0
Kvon2014_chrX_8676786_8678872	off	2.277649403	0	0	2.277649403	0	0	0	0
Kvon2014_chr3L_14264748_14265543	off	2.283007473	0	0	0	0	0	0	0
Kvon2014_chr2L_15320805_15322907	off	9.184560553	6.3083195686	1.383642129	5.26632641	0	2.0156393051	0	1.3167228699
Kvon2014_chr2L_12680694_12682800	off	9.247082429	3.9625964165	0	6.241752407	0	0	0	2.9277505875
Kvon2014_chr2R_18693021_18694469	off	9.265827089	0.7337489128	0	6.529313713	0	0	1.9045875072	0
Kvon2014_chr2R_18578355_18580168	off	9.373511657	3.8516101837	3.279837341	3.041186213	2.2429375649	3.8420777321	3.2098050117	6.6639537811
Kvon2014_chr3R_10540741_10542885	off	9.3882067	0	0.538151489	6.209414363	0	1.8997616768	0	0
Kvon2014_chr2L_8833052_8835186	off	9.418242861	0	4.3502365	3.12065276	3.1266770363	2.7547359467	2.7526283264	2.5482091904
Kvon2014_chrX_16112617_16114839	off	9.526941398	2.3856754303	0.875609636	2.58975488	0	3.04845047	3.7098698616	0
Kvon2014_chr3R_26591606_26593781	off	9.595379848	2.2013144493	2.307643161	4.559429201	0.6909265518	2.4259490967	0	0
Kvon2014_chr3R_11816411_11818615	off	9.616815814	0	0	5.068835393	0	0	0	0
Kvon2014_chr3R_19123693_19125799	off	9.781856797	3.0911531448	1.280103981	6.060735553	0	1.8866991997	2.348233223	2.7759699822
Kvon2014_chr2L_21848927_21851083	off	9.832544961	0	0.946364739	6.579329648	0	1.7188749313	0	2.1956744194
Kvon2014_chr2R_7080024_7082201	off	9.882261865	3.2618453503	1.732358147	2.673884616	3.7419977188	3.0365710258	3.0869951248	0.8411178589
Kvon2014_chr3R_6420319_6422488	off	9.921434849	0	0.642930269	6.962343842	0	4.7324762344	1.567864418	0
Kvon2014_chr2L_14490817_14491780	off	7.892953355	5.2762498856	1.141129812	3.921131448	4.0494275093	3.5692324638	0	2.5319890976
Kvon2014_chr3R_26607538_26609768	off	7.899788954	0.7139883041	1.590383265	3.719884141	0	1.8970165253	2.0446472168	2.068649292
Kvon2014_chr2R_20605906_20608055	off	7.917066155	0	2.002713114	5.515505567	0	0	0	0
Kvon2014_chr2R_2490783_2492883	off	7.92720179	0	0.937227305	2.977664697	0	0	0	0.9402599335
Kvon2014_chr3R_12068450_12070563	off	7.946500266	3.0270705223	0.669949532	3.928377533	0	2.2881629467	0	2.2167854309
Kvon2014_chr3R_5167466_5169689	off	7.950553767	0	0	6.092123113	0	2.0923724175	0	3.1895432473
Kvon2014_chr2L_21863109_21865298	off	7.965372003	0	1.279353529	4.148735979	0	0	0	0
Kvon2014_chr3L_20398155_20400412	off	7.972959995	0.8670463562	1.084143414	3.666163557	0.9403781891	2.1459765434	1.9309802055	4.8016223907
Kvon2014_chr3R_5375406_5377519	off	7.978481523	3.1815824508	0	5.759317183	0	0	0	0
Kvon2014_chr2L_18031_20238	on	0.887657859	0	0	0	0	0	0	0
Kvon2014_chr2L_250756_251202	on	6.343713564	0	0	3.67500322	0	0	0	0
Kvon2014_chr2R_2583575_2585628	on	2.460089403	0	0	0.96057286	0	0	0	0
Kvon2014_chr2R_16474936_16477141	on	3.702630818	0.8041715622	0	0.745862961	0	1.5264592171	0	0.7313308716
Kvon2014_chr2R_20288714_20290291	on	2.941279889	0	0	0.983228207	0	0	0	2.491522789
Kvon2014_chr3L_542461_544728	on	3.339825593	1.0013260841	0	0.893481509	0	2.295996666	2.2624211311	0.8517799377
Kvon2014_chr3L_16106157_16107712	on	6.529619545	4.1341161728	2.148363948	1.941480696	1.7516117096	1.9948301315	0	1.9931869507
Kvon2014_chr3R_736192_738402	on	6.77990511	3.1161723137	2.705535561	1.982050001	0	0	0	0
Kvon2014_chr3R_17201451_17203140	on	6.117614785	2.927873373	0	3.555805638	0	1.6322646141	0	1.52542305
Kvon2014_chr3R_17466334_17468421	on	8.571814419	2.5807929039	0.638834447	4.910456601	0	2.1948308945	2.172180891	2.9821918011
Kvon2014_chr3R_25828585_25830778	on	3.276609527	0.7224407196	0	1.873918904	0	0	0	0
Kvon2014_chr3R_25864610_25865806	on	8.921329134	0	2.190496333	4.653874229	0	0	0	0
Kvon2014_chrX_18029558_18031730	on	2.121027901	0	0	0.849679216	0	0	0	0
Kvon2014_chrX_19636808_19638944	on	1.739538252	1.224003315	0	0.583955884	0	0	0	0
Kvon2014_chr2L_16349327_16351503	on	4.304120508	0	0	2.177245528	0	0	0	3.9269237519
Kvon2014_chr2L_16836_18924	on	1.293021048	0	0	0	0	0	0	0
Kvon2014_chr2L_2752765_2754884	on	5.752418507	3.6002893448	0	3.14846664	1.9524536132	1.8757286072	0	2.97174263
Kvon2014_chr2R_9109456_9111773	on	9.056475543	1.9577102661	2.520279854	4.089687758	0	0	0	2.2688522339
Kvon2014_chr2R_10060721_10062851	on	4.265621781	3.1530160904	0	1.819395661	0	1.9576129913	0	0
Kvon2014_chr3R_12075311_12077425	on	8.207386213	1.3988542557	0.95772617	3.901486842	2.5473046303	2.3310937881	3.1582202911	3.0301809311
Kvon2014_chr2L_10388040_10390080	on	3.265729651	0	0	1.739431745	0	1.6358880997	0	0
Kvon2014_chrX_3673654_3676071	on	5.040397083	2.237200737	0	2.229477995	0	0	0	2.680560112
Kvon2014_chrX_4833051_4835256	on	7.022676493	2.9377851486	2.318097002	2.000994065	0	2.0248885155	2.2798023224	2.2501926422
Kvon2014_chr3R_9737272_9739395	on	5.802118428	0.9312934875	0.874985504	3.439183044	1.9210100174	0	2.6265354156	1.9060792923
Kvon2014_chr3R_9737272_9739395	on	5.802118428	0.9312934875	0.874985504	3.439183044	1.9210100174	0	2.6265354156	1.9060792923
Kvon2014_chr3R_9737272_9739395	on	5.802118428	0.9312934875	0.874985504	3.439183044	1.9210100174	0	2.6265354156	1.9060792923
Kvon2014_chr2R_3936099_3938380	on	3.816947712	0	0	1.932281998	2.4847192764	0	0	1.0535178185
Kvon2014_chr2R_4134452_4136542	on	7.145879212	3.6269817352	2.991128276	2.235120437	0	3.6917743683	4.0342936516	6.0401687622
Kvon2014_chr2R_4524687_4526814	on	3.65233152	2.2522761822	0	2.45143795	0	0	0	0.5573263168
Kvon2014_chr2R_21078259_21080335	on	1.322572768	0	0	0.843915999	0	0	0	0
Kvon2014_chr3R_12783420_12785609	on	6.606224144	0	0	3.880474006	0	0	0	0
Kvon2014_chr3R_17968311_17970547	on	2.65984698	0	0	2.274286181	0	0	0	0
Kvon2014_chr3R_18703162_18705280	on	5.221756364	5.4964523316	0.865585103	3.823968332	0	2.1621332169	1.8426651955	0
Kvon2014_chr3R_20346869_20348344	on	0.473567843	0	0	0	0	0	0	0
Kvon2014_chr3R_12747382_12749489	on	8.771819144	4.4110269546	0	6.215073525	1.271343708	4.6415529251	3.5898003578	2.1090216636
Kvon2014_chr3R_12726430_12728642	on	4.490646481	0	0	2.039192259	0	2.1077923775	0	2.8489632606
Kvon2014_chr3R_12726430_12728642	on	4.490646481	0	0	2.039192259	0	2.1077923775	0	2.8489632606
Kvon2014_chr2R_4134452_4136542	on	7.145879212	3.6269817352	2.991128276	2.235120437	0	3.6917743683	4.0342936516	6.0401687622
Kvon2014_chr2R_4524687_4526814	on	3.65233152	2.2522761822	0	2.45143795	0	0	0	0.5573263168
Kvon2014_chr3R_12726430_12728642	on	4.490646481	0	0	2.039192259	0	2.1077923775	0	2.8489632606
Kvon2014_chrX_16113737_16115852	on	4.842922151	2.3856754303	0.875609636	1.990513802	0	3.04845047	3.7098698616	0.6422967911
Kvon2014_chr2R_7078363_7080511	on	7.915423814	3.2618453503	2.753141459	2.673884616	3.7419977188	3.0365710258	3.0869951248	1.6647224426
Kvon2014_chr3L_21338946_21341219	on	5.558293045	2.8087568283	0.745611012	2.204967916	2.0483384132	2.01649189	1.7529411316	2.620320797
Kvon2014_chr3L_21338946_21341219	on	5.558293045	2.8087568283	0.745611012	2.204967916	2.0483384132	2.01649189	1.7529411316	2.620320797
Kvon2014_chr2R_11016930_11019079	on	6.802638119	1.9356031417	1.633853183	2.424588372	0	2.3595495224	0	3.4024443626
Kvon2014_chr3R_16776112_16778334	on	2.835838869	0	0	1.388868014	2.0137963295	1.8584356308	2.541809082	0
Kvon2014_chr2L_598791_601002	on	5.56445621	0	0	2.732093304	3.5880241394	0	0	2.2326617241
Kvon2014_chr2L_1956400_1958532	on	4.71123173	3.081401825	0.656221807	2.620386485	3.7931571007	0	2.3725743294	3.1258773804
Kvon2014_chr2L_2180633_2182789	on	5.506885678	0	0.733337969	2.667411208	0	0	1.9260697365	0.9164452553
Kvon2014_chr2L_2391160_2393260	on	0	0	0	0	0	0	0	0
Kvon2014_chr2R_2710269_2712415	on	0.553598046	0	0	0.553598046	0	0	0	0
Kvon2014_chr2R_4502548_4504339	on	1.598488639	0	0	0.554003631	0	0	0	0
Kvon2014_chr2R_5807050_5809292	on	0	0	0	0	0	0	0	0
Kvon2014_chr2R_7069850_7071967	on	5.705861013	0.7157402039	0	3.787161212	0	1.6059322357	0	0
Kvon2014_chr2R_16327602_16329798	on	0.645542526	0	0	0.645542526	0	0	0	0
Kvon2014_chr2R_20956501_20958679	on	0.880983349	1.9980287552	0	0.507922113	1.8717637062	0	1.6223211288	0
Kvon2014_chr3L_5675341_5677549	on	0	0	0	0	0	0	0	0
Kvon2014_chr3L_5967013_5969118	on	6.962372023	1.4316444397	0	4.41626072	0.8343553543	1.9352035522	0	0.7088937759
Kvon2014_chr3L_12283281_12285560	on	0	0	0	0	0	0	0	0
Kvon2014_chr3L_13400881_13403078	on	5.467977971	5.4933569431	0.932000399	2.533660859	0	1.7332253456	1.7578873634	3.1970291138
Kvon2014_chr3R_177099_179292	on	2.647189929	2.4167385101	0	1.90516935	2.1231350899	0	2.4123439789	0.6927623749
Kvon2014_chr3R_1546647_1548740	on	4.172290732	4.8659524917	0.949901407	3.222389325	0.7800745964	0	2.2001962662	0.8589735031
Kvon2014_chr3R_2958220_2960027	on	0.413989438	0	0	0	0	0	0	0
Kvon2014_chr3R_7226197_7228314	on	0	0	0	0	0	0	0	0
Kvon2014_chr3R_9735416_9737658	on	6.624226485	0.9312934875	1.697093561	3.439183044	1.9210100174	0	2.6265354156	1.9060792923
Kvon2014_chr3R_17469856_17471988	on	8.712642385	4.4641942978	0.779662413	4.910456601	2.2442359924	2.2197947502	2.8343997002	2.6196928024
Kvon2014_chr3R_17980445_17982647	on	6.280382991	0	0	4.686258048	0	0	0	0
Kvon2014_chr3R_19169758_19171858	on	9.372446288	3.507768631	1.666225942	5.571828337	1.6059675217	1.877117157	0	4.6019434928
Kvon2014_chr3R_21004815_21006912	on	8.347537567	4.2983083725	0.66545698	4.517587662	1.1680340767	0	0	0
Kvon2014_chr3R_25088511_25090669	on	6.77214484	2.7979588509	2.110905828	3.059112533	1.7499103546	2.1428728104	2.6214761734	1.8088026047
Kvon2014_chr3R_25491743_25493750	on	2.189254298	0	0.577524735	0.870174289	0	0	0	0
Kvon2014_chr2L_9833847_9835941	on	0	0	0	0	0	0	0	0
Kvon2014_chr4_618024_619219	on	0.473091549	0	0	0	0	0	0	0
Kvon2014_chrX_273823_275941	on	3.931530131	3.4136381149	0	3.033832907	2.5056447982	1.631919384	3.6532711982	3.767440319
Kvon2014_chrX_4092742_4094855	on	3.152345594	0	0.653742154	0.904920006	0	0	0	0
Kvon2014_chrX_4935057_4937167	on	0.728907235	0	0	0	0	0	1.8007760048	0
Kvon2014_chrX_4945256_4947456	on	3.680403643	0.9319667816	0.637166847	0.501138051	0	0	0	2.6704931259
Kvon2014_chrX_8567054_8569198	on	3.614254776	0	0	1.20551607	0	0	0	0
Kvon2014_chrX_8667997_8670179	on	2.993327914	0.9778785706	0	1.461765003	1.4842994213	0	0	2.7952136994
Kvon2014_chrX_9125521_9126398	on	1.194557639	0	0	0.813204317	0	0	0	0
Kvon2014_chrX_19783001_19785201	on	3.607725892	0.9832549095	0	2.197661195	0	0	0	0
Kvon2014_chr2L_26520_27246	on	6.710966364	2.2874085903	0.98969409	3.76272945	0	2.2931604385	3.0318841934	4.9947314263
