Interval	Chr	Bound_Region_Start	Bound_Region_Stop	Bound_Region_Score	Peak_start	Peak_score	Closest_gene	Closest_gene_dist	Closest_transcribed_gene	Closest_transcribed_gene_dist
41	3R	16111642	16121257	3.468172073364	16118077	3.129555002848	FBgn0028386	911	FBgn0028386	911
42	3R	9718775	9729587	3.463976860046	9727394	3.427511103013	FBgn0000576	187	FBgn0000576	187
43	X	9522169	9547632	3.462932109833	9539179	3.176956558228	FBgn0000233	230	FBgn0000233	230
44	X	5402855	5410729	3.45912361145	5406029	3.138379001617	FBgn0053980	609	FBgn0029771	43531
45	2R	6085147	6097340	3.458448410034	6095067	3.156598854065	FBgn0004399	25350	FBgn0004399	25350
46	2L	513458	528314	3.457952976227	518562	3.187057495117	FBgn0003963	4905	FBgn0003963	4905
47	2L	11443185	11458138	3.446513652802	11447779	3.252012401819	FBgn0004579	2176	FBgn0004579	2176
48	2R	8398485	8403967	3.439262390137	8400422	3.017057959239	FBgn0003975	226	FBgn0000181	14278
49	X	541569	547046	3.435274124146	544056	3.132383406162	FBgn0021764	395	FBgn0025637	31163
50	2L	8838162	8850905	3.430839538574	8841999	3.07114648819	FBgn0029123	16374	FBgn0029123	16374
51	3R	7174016	7182996	3.429742336273	7177803	3.546821504831	FBgn0026064	1436	FBgn0026064	1436
52	2R	8417141	8423644	3.427186489105	8420365	3.206521483029	FBgn0010488	11539	FBgn0010488	11539
53	3R	18962972	18976384	3.425656795502	18967753	3.126029908657	FBgn0004644	128	FBgn0051457	14047
54	3L	13962633	13972537	3.425433158875	13967744	3.16207854888	FBgn0036398	336	FBgn0036397	605
55	X	2989891	3000679	3.424067735672	2991501	2.972246340343	FBgn0004647	473	FBgn0004647	473
56	2R	12342162	12349879	3.408876895905	12343895	3.175582377116	FBgn0082172	2416	FBgn0025832	26306
57	3L	3018065	3023901	3.404705524445	3021314	2.977924227715	FBgn0035388	2584	FBgn0035388	2584
58	2L	7825228	7830561	3.394257545471	7828400	3.287622451782	FBgn0004177	657	FBgn0020618	1148
59	3R	6409680	6455677	3.390746593475	6440271	3.027958035469	FBgn0001235	24115	FBgn0001235	24115
60	3L	14109895	14121911	3.388402938843	14115591	3.196081049302	FBgn0042630	19008	FBgn0000411	28288
61	2L	3604412	3617033	3.385798931122	3606785	2.998124059041	FBgn0002985	37	FBgn0002985	37
62	X	11648735	11659937	3.384288787842	11651716	3.082887321711	FBgn0030336	1248	FBgn0030350	69501
63	2L	153962	169420	3.380904197693	161869	3.290077954531	FBgn0016977	2835	FBgn0016977	2835
64	2L	218048	226684	3.380000114441	222219	3.1522128582	FBgn0031235	10295	FBgn0031235	10295
65	3R	906580	917821	3.377754688263	913015	3.215522050858	FBgn0010313	607	FBgn0010313	607
66	X	10645785	10675690	3.369602203369	10647422	3.108277124517	FBgn0003360	15259	FBgn0030235	20578
67	3R	21845862	21859165	3.369389057159	21850535	3.209299236536	FBgn0002629	320	FBgn0002629	320
68	X	8494105	8500970	3.367351531982	8496182	3.107076729045	FBgn0004102	296	FBgn0004102	296
69	X	4264493	4275188	3.36697101593	4272081	2.858094618871	FBgn0000179	13988	FBgn0029714	125123
70	2R	14767822	14795442	3.366170883179	14790445	3.100093364716	FBgn0003254	144	FBgn0003254	144
71	2R	6696496	6721661	3.364670753479	6715054	2.987621363472	FBgn0033582	20066	FBgn0033590	37536
72	2R	3538643	3545248	3.364175796509	3542876	3.073433134291	FBgn0025360	570	FBgn0021814	48972
73	2R	19070773	19097757	3.364122390747	19088133	3.090602874756	FBgn0015903	15636	FBgn0015903	15636
74	2L	20751905	20776440	3.36364364624	20758262	3.156676432666	FBgn0000251	66	FBgn0000986	35754
75	X	7144410	7157109	3.356890678406	7152920	3.090931555804	FBgn0024250	257	FBgn0024250	257
76	3L	16369083	16379116	3.353802680969	16376080	3.18724822998	FBgn0014163	1018	FBgn0014163	1018
77	3L	20325527	20341627	3.34846496582	20335673	3.222653024337	FBgn0028978	224	FBgn0028978	224
78	2R	12027113	12038293	3.345246315002	12030110	3.029386281967	FBgn0011260	15051	FBgn0034138	55990
79	2R	17047854	17062134	3.342151641846	17053582	3.112199951621	FBgn0050283	5427	FBgn0010415	64832
80	3R	25075308	25092975	3.338932275772	25081167	3.137450784445	FBgn0003525	335	FBgn0003525	335
81	3L	22332212	22343253	3.331573486328	22336842	3.182504008798	FBgn0004449	4886	FBgn0004449	4886
82	2L	15723796	15744920	3.327589035034	15727915	3.153858631849	FBgn0010382	16169	FBgn0003936	19696
83	2R	9467665	9485334	3.324456691742	9469975	2.960834026337	FBgn0053155	131	FBgn0033886	6336
84	X	7469297	7477435	3.31834602356	7472417	3.082597374916	FBgn0004198	18033	FBgn0027553	101141
85	2R	13058212	13066992	3.313544273376	13063261	3.05247001087	FBgn0034240	412	FBgn0034240	412
86	2L	5398104	5416146	3.31051492691	5403808	2.978889577529	FBgn0016660	534	FBgn0005511	57833
87	X	5586845	5596422	3.295559883118	5592275	2.944165579478	FBgn0027321	185	FBgn0029799	5485
88	3R	20987488	21022883	3.293733596802	21010495	3.164492925008	FBgn0039286	240	FBgn0039286	240
89	2R	7104533	7138486	3.290033340454	7119533	3.220421987421	FBgn0033636	12205	FBgn0033636	12205
90	X	9339151	9347063	3.287296295166	9342547	2.997054815292	FBgn0030133	2795	FBgn0030136	57293
91	2L	4027429	4036296	3.28714466095	4031745	2.633204340935	FBgn0000547	366	FBgn0000547	366
92	3R	625654	640257	3.2787733078	629257	2.989171645221	FBgn0037278	1812	FBgn0037278	1812
93	3R	11617516	11622888	3.277697563171	11619540	3.080117225647	FBgn0038364	22	FBgn0038364	22
94	2L	847540	854279	3.276533603668	850014	2.82307690382	FBgn0020304	1047	FBgn0020304	1047
95	2L	8413312	8427742	3.276020526886	8416523	3.043976727654	FBgn0027932	833	FBgn0027932	833
96	3R	15755330	15763998	3.27309179306	15760725	2.945922978719	FBgn0021776	117	FBgn0021776	117
97	3L	20997745	21003650	3.272293567657	21001462	3.05965256691	FBgn0053285	21381	FBgn0037044	39726
98	3L	18814730	18821006	3.267468929291	18819835	2.768757184347	FBgn0067689	6406	FBgn0036818	11763
99	X	17483666	17494340	3.266889095306	17485543	3.169830679893	FBgn0026375	946	FBgn0030855	15323
100	3R	10537626	10551851	3.264831066132	10548025	2.640640847823	FBgn0053967	1953	FBgn0051314	24968
101	2R	16551950	16569246	3.261382102966	16555794	3.123754739761	FBgn0003391	8947	FBgn0003391	8947
102	2R	2988408	3009044	3.258896827698	2998328	3.045385688543	FBgn0015930	3348	FBgn0015930	3348
103	3L	110915	117959	3.25433921814	114648	2.885399239404	FBgn0020386	1664	FBgn0035105	53306
104	X	436807	454805	3.251590251923	447553	3.10754430294	FBgn0003986	310	FBgn0003986	310
105	2L	9444569	9457728	3.251213550568	9449396	2.912373244762	FBgn0053723	8656	FBgn0002973	11883
106	2R	3570982	3585945	3.245551586151	3580728	3.137607125675	FBgn0020279	934	FBgn0021814	11120
107	3R	17446753	17471783	3.244907855988	17467561	3.022523371379	FBgn0011766	18566	FBgn0046832	19315
108	3L	18149315	18155015	3.239550590515	18151414	2.937443383535	FBgn0003997	518	FBgn0020300	46751
109	2R	5478324	5502211	3.237213134766	5490877	3.055533240823	FBgn0000606	177	FBgn0000606	177
110	3R	2812012	2840091	3.235879898071	2826661	3.068606185913	FBgn0000095	1711	FBgn0010774	79465
111	3L	11214370	11237279	3.235877513885	11226232	3.050480253556	FBgn0041094	24	FBgn0041094	24
112	2R	18183200	18202940	3.235626220703	18197699	3.052488102632	FBgn0020257	1144	FBgn0020257	1144
113	2R	16095809	16107394	3.230611801147	16102906	2.956767857075	FBgn0015907	538	FBgn0015907	538
114	2R	17205217	17229798	3.228918075562	17220894	2.990839200861	FBgn0004362	19	FBgn0004362	19
115	X	6696923	6718589	3.228530883789	6700989	3.009820328818	FBgn0029915	3130	FBgn0064122	12755
116	2R	20566498	20574505	3.227119445801	20569358	3.037727804745	FBgn0001148	222	FBgn0001148	222
117	3L	15975246	15995535	3.219236373901	15990668	2.778079152107	FBgn0044028	1929	FBgn0044028	1929
118	2L	7301917	7316576	3.217080116272	7307053	3.179241853602	FBgn0004009	108	FBgn0004009	108
119	3R	25376757	25388785	3.211578845978	25381946	3.083253355587	FBgn0000492	163	FBgn0040623	65130
120	3L	20957246	20971331	3.207696914673	20960435	3.049546325908	FBgn0003415	830	FBgn0003415	830
121	2R	8469462	8477161	3.207386016846	8474587	3.215456366539	FBgn0033787	5124	FBgn0004512	12336
122	2L	16277346	16285264	3.204740524292	16283208	2.909127771854	FBgn0001994	449	FBgn0001994	449
123	X	10988626	11003033	3.202383518219	10992133	2.767181452583	FBgn0020255	1674	FBgn0020255	1674
124	3L	19520348	19533341	3.199557304382	19527697	2.915656650768	FBgn0067680	2702	FBgn0067680	2702
125	2L	13217379	13231168	3.197362422943	13225488	2.91311973684	FBgn0032489	282	FBgn0032489	282
126	3L	14718880	14728274	3.197190284729	14723269	3.02163699094	FBgn0013263	3039	FBgn0036449	28413
127	2L	14482341	14493514	3.195637702942	14490636	2.830692094915	FBgn0005771	226	FBgn0005771	226
128	3R	27038116	27051612	3.195071220398	27047510	2.758456847247	FBgn0039831	1084	FBgn0039831	1084
129	3L	4230361	4239184	3.194478988647	4236014	2.893770330092	FBgn0041171	1827	FBgn0041171	1827
130	3L	2860913	2870191	3.193470478058	2865312	3.092944281442	FBgn0035378	10070	FBgn0035370	114784
131	X	373835	390253	3.187748908997	379337	2.956093937159	FBgn0000570	705	FBgn0000570	705
132	2L	5976230	5988192	3.18708896637	5982277	2.873375780442	FBgn0001942	518	FBgn0001942	518
133	2L	3537235	3544060	3.187058448792	3539140	3.063924424789	FBgn0024244	111	FBgn0031549	8854
134	2L	12075147	12098904	3.183143138885	12085940	3.002105320201	FBgn0003145	148	FBgn0003145	148
135	2R	3529479	3537214	3.180281877518	3530816	2.9032343328	FBgn0033250	5249	FBgn0033243	50979
136	3L	14921296	14945727	3.17822599411	14933463	3.07229866701	FBgn0026320	1143	FBgn0026320	1143
137	3L	19625864	19631934	3.173906803131	19629059	3.033509899588	FBgn0036899	137	FBgn0029094	44908
138	4	723028	727055	3.171826839447	724783	2.784049314611	FBgn0005558	6844	FBgn0039930	324826
139	X	4781368	4787626	3.170168399811	4781533	2.703585426013	FBgn0029738	146	FBgn0029738	146
140	3L	20551036	20558883	3.170065879822	20555712	2.827658144633	FBgn0001323	1335	FBgn0001320	73492
141	X	19675460	19687679	3.169842243195	19685113	2.660610743931	FBgn0031079	875	FBgn0031079	875
142	3R	2615840	2619664	3.166947364807	2617315	2.957714830126	FBgn0000439	243	FBgn0082182	17941
143	2L	12000069	12015041	3.166256427765	12010934	3.05031400919	FBgn0014019	2558	FBgn0032390	20970
144	X	15978262	15992417	3.166152000427	15983107	2.566023349762	FBgn0042650	25976	FBgn0000459	67564
145	2R	19138180	19171853	3.165968418121	19153379	2.919485598803	FBgn0034886	11797	FBgn0016762	48219
146	2L	9985643	9997607	3.150242805481	9988382	2.920777433059	FBgn0040965	3725	FBgn0040965	3725
147	2L	11964478	11980791	3.149837017059	11971126	2.871452331543	FBgn0041606	32	FBgn0032390	18838
148	3R	2852924	2865028	3.149404525757	2863323	3.035124582403	FBgn0024289	14734	FBgn0010774	42803
149	3L	21408071	21418094	3.148416519165	21410728	2.74725658553	FBgn0014143	331	FBgn0014143	331
150	X	6824057	6848470	3.146226882935	6842809	3.002051129061	FBgn0027108	1090	FBgn0027108	1090
151	X	5748577	5755510	3.143064975739	5750162	2.884796649218	FBgn0029821	1031	FBgn0000042	4062
152	X	7160851	7172975	3.142688751221	7165950	2.889832337697	FBgn0029943	3026	FBgn0024250	12773
153	2R	13229897	13236394	3.142170906067	13231352	2.830812342027	FBgn0028494	2838	FBgn0063386	13387
154	3R	12093539	12113207	3.141112565994	12106160	2.565752029419	FBgn0051283	2199	FBgn0051283	2199
155	2R	16455410	16476954	3.137443065643	16468786	2.920070311602	FBgn0008636	295	FBgn0034565	17033
156	X	4254556	4259134	3.127014160156	4256901	2.857313701085	FBgn0000179	1192	FBgn0029714	140303
157	X	17337258	17345659	3.126380443573	17342573	2.885164075428	FBgn0030842	19321	FBgn0030851	120840
158	X	11536361	11561488	3.126290559769	11552660	2.847784409156	FBgn0030328	141	FBgn0030328	141
159	3L	9007080	9020086	3.124659538269	9015200	2.909403436324	FBgn0028789	124	FBgn0028789	124
160	2R	15140608	15148540	3.1238489151	15145733	2.642343408921	FBgn0003435	632	FBgn0034463	26913
161	3L	6468192	6476089	3.12331533432	6470116	2.831646025181	FBgn0020251	439	FBgn0020251	439
162	3R	17957424	17962725	3.112792015076	17960091	2.760519588695	FBgn0051163	511	FBgn0053335	30649
163	3R	21859681	21869647	3.110816001892	21862452	2.872930079699	FBgn0002633	308	FBgn0002633	308
164	3L	8974950	8996196	3.110257148743	8978921	3.032175153494	FBgn0035954	224	FBgn0035954	224
165	3L	2613195	2624023	3.109657287598	2618758	2.802322892582	FBgn0035357	3506	FBgn0035357	3506
166	2L	15326161	15333588	3.108862400055	15329629	2.810142070055	FBgn0001981	164	FBgn0001981	164
167	3L	13083847	13096563	3.107660531998	13088126	2.794038295746	FBgn0010452	94	FBgn0010452	94
168	X	7984939	7996074	3.100082397461	7986851	2.462966092428	FBgn0025800	626	FBgn0030003	11888
169	2L	16415200	16423083	3.09968328476	16419010	2.728956788778	FBgn0020416	22199	FBgn0025678	66320
170	3R	17437361	17446576	3.098514556885	17439200	2.749027280247	FBgn0046832	9046	FBgn0046832	9046
171	3R	2502547	2506935	3.090473175049	2504438	2.940095424652	FBgn0002522	126	FBgn0026567	20834
172	3R	12670624	12687280	3.090276241302	12683605	2.738813400269	FBgn0082171	1568	FBgn0082171	1568
173	3R	9842204	9847414	3.079733848572	9843506	2.723043033055	FBgn0038194	11446	FBgn0038196	18381
174	3R	12226805	12231477	3.078573226929	12229607	2.9057765568	FBgn0003513	202	FBgn0038421	43833
175	3L	3040231	3044852	3.073894500732	3044017	2.949918925762	FBgn0035393	5383	FBgn0035388	25287
176	X	8241524	8269758	3.073571205139	8257939	2.706760108471	FBgn0052711	2608	FBgn0052711	2608
177	3R	12780625	12790519	3.06663608551	12786108	2.725750137778	FBgn0000015	11850	FBgn0038471	80298
178	3L	17606327	17612896	3.061670303345	17609676	2.768299691817	FBgn0004401	614	FBgn0004401	614
179	2R	6989755	6995542	3.056474685669	6991600	2.684950351715	FBgn0001269	1228	FBgn0000581	23476
180	2R	8041936	8050201	3.054946899414	8045328	2.550403033986	FBgn0011592	365	FBgn0011592	365
181	2R	13104428	13109837	3.050268173218	13108022	2.809357106686	FBgn0029006	345	FBgn0029006	345
182	X	263423	276620	3.050103187561	266286	2.821155716391	FBgn0002561	259	FBgn0002561	259
183	3R	9507921	9513458	3.048939704895	9510448	2.977040935965	FBgn0024555	768	FBgn0024555	768
184	2L	21603986	21606761	3.048320770264	21606646	2.811703942039	FBgn0032955	4546	FBgn0022893	10875
185	3R	7594376	7607651	3.045866012573	7601199	2.704481124878	FBgn0011471	3627	FBgn0011471	3627
186	X	17659827	17669219	3.045827865601	17664403	2.766917526722	FBgn0030870	374	FBgn0030870	374
187	2L	6335138	6340784	3.043461799622	6339413	2.798478126526	FBgn0015623	641	FBgn0043854	33002
188	3L	12659576	12672320	3.041751861572	12667302	2.807458961711	FBgn0014343	393	FBgn0036306	61402
189	3R	13529579	13549116	3.041482925415	13542943	3.017685209002	FBgn0003013	1116	FBgn0003013	1116
190	X	4885796	4902647	3.039712905884	4892406	2.756487488747	FBgn0003028	1128	FBgn0004368	108037
191	X	2009383	2016366	3.039569854736	2012115	2.85885322094	FBgn0004655	3024	FBgn0025626	90823
192	X	8280106	8285380	3.039484024048	8283054	2.4993968606	FBgn0030038	738	FBgn0030038	738
193	2L	3831689	3838805	3.039251327515	3836638	2.721439978656	FBgn0004567	204	FBgn0004567	204
194	2L	22010011	22013402	3.038046836853	22012202	2.792037907769	FBgn0028979	4574	FBgn0032979	144552
195	3R	2925185	2945156	3.035247325897	2934288	2.845818575691	FBgn0014863	9165	FBgn0003884	22028
196	3R	11919611	11927224	3.035116195679	11925640	2.908742427826	FBgn0010379	702	FBgn0038396	50247
197	3L	16729216	16742243	3.03448343277	16738582	2.598473966122	FBgn0036660	6392	FBgn0036660	6392
198	3R	10101061	10107246	3.031596183777	10104623	2.999425002507	FBgn0003862	8000	FBgn0003862	8000
199	3R	862736	871412	3.030751228333	864836	2.816850471497	FBgn0010313	47572	FBgn0010313	47572
200	X	7772198	7785119	3.030715942383	7783183	2.699032390819	FBgn0029983	978	FBgn0004404	3043
201	2L	864093	873842	3.02964925766	867997	2.992375310262	FBgn0029095	355	FBgn0020305	1914
202	X	548846	550952	3.025964736938	550609	2.68521639506	FBgn0021764	6948	FBgn0025637	37716
203	2R	9132555	9141103	3.02251291275	9137298	2.668948745728	FBgn0000633	1697	FBgn0033859	27742
204	3R	26673513	26683998	3.0222864151	26677847	2.958293522105	FBgn0003720	190	FBgn0003720	190
205	X	8465051	8475715	3.021448612213	8470217	2.761109650135	FBgn0030054	18679	FBgn0030054	18679
206	X	18516084	18522319	3.019526481628	18519136	3.019125938416	FBgn0004959	570	FBgn0004959	570
207	X	6953614	6961423	3.017582416534	6956449	2.328039203371	FBgn0027342	921	FBgn0029933	13160
208	3R	12634052	12646370	3.016542434692	12637794	2.984787082672	FBgn0000014	17975	FBgn0020546	37932
209	X	6123925	6126405	3.01532793045	6124851	2.536957919598	FBgn0052744	344	FBgn0029857	8539
210	2R	4802586	4809255	3.013538360596	4804508	2.742655305301	FBgn0028408	838	FBgn0033400	6066
211	2L	12674595	12683736	3.010782718658	12678457	3.005330022176	FBgn0032442	9288	FBgn0032445	14566
212	3L	3053405	3062342	3.006594657898	3053522	2.606527198445	FBgn0052486	849	FBgn0003938	20811
213	3L	6876594	6879754	3.005311012268	6878110	2.379531294107	FBgn0041194	10695	FBgn0001104	75890
214	X	15282204	15289615	3.004037857056	15287528	2.463523976943	FBgn0030638	106	FBgn0030659	129281
215	3R	5048077	5057194	3.002858161926	5055421	2.613230901606	FBgn0003165	7983	FBgn0000412	10955
216	2L	8807222	8812722	3.00239276886	8809918	2.771432792439	FBgn0029123	15707	FBgn0029123	15707
217	X	4527612	4540057	3.000170469284	4529793	2.786777436733	FBgn0022768	2315	FBgn0022768	2315
218	3R	26583725	26602354	2.999883651733	26589978	2.72830748558	FBgn0004606	1670	FBgn0003720	88059
219	2R	16751223	16760366	2.998652458191	16758620	2.659207007464	FBgn0034606	85	FBgn0034606	85
220	2L	13543939	13555886	2.9978723526	13550585	2.656858325005	FBgn0015954	444	FBgn0028546	90686
221	2R	13332951	13340233	2.997349739075	13337305	2.736387507121	FBgn0050111	8097	FBgn0050111	8097
222	2R	9337755	9347187	2.993859291077	9340130	2.565235444478	FBgn0000662	331	FBgn0000662	331
223	3R	2687108	2698528	2.992020130157	2689828	2.701022815704	FBgn0001077	218	FBgn0001077	218
224	3L	9433762	9452702	2.991975545883	9436022	2.745900273323	FBgn0052043	998	FBgn0052043	998
225	2L	6085487	6093661	2.990893363953	6088689	2.626026995042	FBgn0028420	6881	FBgn0031781	36449
226	2L	581413	603490	2.989343166351	594863	2.480515928829	FBgn0010323	176	FBgn0031267	20631
227	X	18757396	18767361	2.988257884979	18764918	2.899076163769	FBgn0052541	622	FBgn0030974	37348
228	X	19375911	19383995	2.988018989563	19380258	2.63982445399	FBgn0052532	1161	FBgn0027291	24511
229	2L	13163757	13167786	2.987680435181	13165826	2.603500874837	FBgn0032474	246	FBgn0024291	275
230	2L	5192	9424	2.985529899597	5723	2.704405903816	FBgn0031208	1806	FBgn0002121	15649
231	3L	13347810	13356173	2.984855175018	13352346	2.684763133526	FBgn0036349	186	FBgn0036349	186
232	2R	16980135	16990357	2.982779502869	16982678	2.674220017024	FBgn0010415	6072	FBgn0010415	6072
233	3R	9692009	9706515	2.979833602905	9703202	2.524473369122	FBgn0008646	3301	FBgn0000576	24379
234	3L	6936641	6940038	2.979715824127	6938439	2.798444493612	FBgn0010851	310	FBgn0001104	15561
235	2R	2928220	2932538	2.977128982544	2930676	2.799201045718	FBgn0003460	169	FBgn0033159	36994
236	3L	12096453	12100453	2.975288391113	12098328	2.818093967438	FBgn0022959	724	FBgn0036248	6138
237	3R	10194169	10200869	2.974761009216	10199364	2.588200372808	FBgn0024321	691	FBgn0038224	46618
238	X	8393203	8409126	2.973310470581	8407182	2.771646440029	FBgn0030049	1285	FBgn0030054	44356
239	2L	2153138	2167848	2.97295999527	2165061	2.767966663136	FBgn0031393	9301	FBgn0031393	9301
240	X	7899133	7910870	2.97190952301	7903715	2.911932093757	FBgn0004656	2957	FBgn0004656	2957
241	2R	10642678	10654835	2.971692085266	10643261	2.744196563959	FBgn0015371	13141	FBgn0033989	136175
242	2L	1966494	1975434	2.96922326088	1972945	2.830963548024	FBgn0031376	1200	FBgn0031391	174342
243	2L	8028291	8033780	2.968911647797	8031159	2.765334774466	FBgn0044323	436	FBgn0031977	1695
244	2R	8510845	8516157	2.965998649597	8512407	2.727936408099	FBgn0008654	623	FBgn0005624	15511
245	3R	17270554	17274784	2.965518951416	17272361	2.444849077861	FBgn0011278	319	FBgn0013984	133890
246	3R	8103508	8110617	2.965041160583	8106753	2.700615882874	FBgn0038009	10111	FBgn0010044	99005
247	2R	18203259	18209746	2.95763874054	18208278	2.789368569851	FBgn0005631	266	FBgn0020257	11723
248	2R	5939772	5951352	2.956873893738	5941958	2.817703342438	FBgn0033522	433	FBgn0033522	433
249	3L	8996871	9006872	2.955177307129	9003267	2.609445476532	FBgn0035956	8911	FBgn0028789	12057
250	2R	9454538	9459079	2.955077648163	9457150	2.756078720093	FBgn0013733	867	FBgn0033886	19161
251	3R	17321473	17327079	2.954032897949	17325268	2.549692034721	FBgn0051179	466	FBgn0013984	80983
252	2L	19125613	19143347	2.952345371246	19131378	2.823558986187	FBgn0010300	1643	FBgn0032762	2023
253	3R	12769225	12780028	2.951464653015	12774557	2.576942629284	FBgn0000015	23401	FBgn0038471	91849
254	2L	242666	253189	2.951432228088	249187	2.668710343978	FBgn0001309	1608	FBgn0001309	1608
255	2R	12965880	12980192	2.950895309448	12973341	2.663162708282	FBgn0028953	797	FBgn0028953	797
256	3L	5940509	5958740	2.950835227966	5950095	2.546111303217	FBgn0035656	143	FBgn0035656	143
257	3R	1493795	1502377	2.949153423309	1495785	2.69153175354	FBgn0037363	350	FBgn0037363	350
258	3R	4664230	4678055	2.94725894928	4672152	2.530093997717	FBgn0011966	15450	FBgn0011966	15450
259	3R	9618793	9641963	2.945528030396	9638622	2.884296003977	FBgn0053327	219	FBgn0053327	219
260	3L	15103906	15110884	2.94282913208	15107214	2.695910662413	FBgn0014002	690	FBgn0029114	93686
261	X	2137400	2164989	2.942520141602	2150707	2.616357428687	FBgn0023526	1805	FBgn0023526	1805
262	3R	1087247	1093669	2.942453384399	1089934	2.856951376971	FBgn0037309	4869	FBgn0051538	13623
263	2R	15840603	15846956	2.936532974243	15842899	2.571425465976	FBgn0034504	769	FBgn0034504	769
264	2R	2082478	2091627	2.935232639313	2085348	2.798357178183	FBgn0033076	27443	FBgn0041145	36970
265	X	9926152	9938125	2.934820175171	9933521	2.432559553782	FBgn0030179	1767	FBgn0030179	1767
266	3R	2669475	2677040	2.932825565338	2675754	2.613645881414	FBgn0003339	132	FBgn0001077	14292
