Interval	Chr	Bound_Region_Start	Bound_Region_Stop	Bound_Region_Score	Peak_start	Peak_score	Closest_gene	Closest_gene_dist	Closest_transcribed_gene	Closest_transcribed_gene_dist
120	3L	11209971	11214497	3.299140930176	11212223	2.978869527578	FBgn0036150	2338	FBgn0041094	14033
121	3L	3825791	3833645	3.294058322906	3829662	3.001642405987	FBgn0013751	23	FBgn0035464	34861
122	2L	16270778	16276222	3.286604881287	16276174	3.015541129642	FBgn0001994	7483	FBgn0001994	7483
123	3L	301873	306547	3.285913467407	304407	2.898228675127	FBgn0004373	995	FBgn0004373	995
124	2R	14313495	14319532	3.282912254333	14317472	2.956225999196	FBgn0010651	1118	FBgn0010651	1118
125	2L	14019814	14030076	3.280363082886	14026493	3.118919968605	FBgn0028519	517	FBgn0028519	517
126	2L	13595410	13599209	3.276380062103	13597534	3.214520692825	FBgn0028513	348	FBgn0028546	43737
127	2R	18191308	18200851	3.275058269501	18198315	3.041186213493	FBgn0020257	1760	FBgn0020257	1760
128	3R	4113398	4116261	3.27463054657	4114736	3.096184624566	FBgn0037562	1075	FBgn0037568	16244
129	3L	7881887	7887310	3.272934913635	7884358	2.949367859784	FBgn0003041	1540	FBgn0003041	1540
130	2R	18303990	18315062	3.269192218781	18310193	3.140483289957	FBgn0011211	3557	FBgn0011211	3557
131	X	6876226	6887736	3.266956329346	6882459	2.935413062572	FBgn0029931	3385	FBgn0029931	3385
132	3R	10410496	10418955	3.264073848724	10412913	3.089920156142	FBgn0020299	5272	FBgn0020299	5272
133	3R	8860121	8863510	3.263461589813	8862031	2.823845640818	FBgn0038113	2104	FBgn0003308	3772
134	2R	19493694	19497220	3.261083602905	19495586	2.918389292324	FBgn0019948	481	FBgn0034948	10708
135	3L	16439639	16443527	3.260185241699	16441048	2.871403694153	FBgn0004569	7912	FBgn0014163	63950
136	2L	8207978	8215247	3.246239185333	8209462	2.752795051126	FBgn0003607	1671	FBgn0003607	1671
137	3R	6451060	6455874	3.245980262756	6452645	2.924046725035	FBgn0001235	11741	FBgn0001235	11741
138	3L	20561796	20565693	3.237524986267	20563444	3.05225686466	FBgn0037014	7627	FBgn0001320	65760
139	3L	15225598	15229143	3.235523223877	15227734	2.955172146068	FBgn0029114	26834	FBgn0029114	26834
140	3L	8479709	8484120	3.231346130371	8480830	2.894176065922	FBgn0035900	2864	FBgn0035900	2864
141	X	4054517	4059589	3.230717182159	4056528	3.025162696838	FBgn0000635	5201	FBgn0026080	93849
142	2R	15173218	15179768	3.228718757629	15176837	2.478911293877	FBgn0067695	243	FBgn0067695	243
143	3L	2862175	2869276	3.227478027344	2865351	3.102992884318	FBgn0035378	10109	FBgn0035370	114823
144	3R	18963177	18973407	3.224050521851	18967826	2.941471874714	FBgn0004644	55	FBgn0051457	14120
145	2R	19780335	19789519	3.223492145538	19783736	2.873861200669	FBgn0005636	399	FBgn0034987	87779
146	3L	15979963	15993540	3.221926689148	15983021	2.917361577352	FBgn0044028	5718	FBgn0044028	5718
147	3L	9826489	9832018	3.220965862274	9829960	2.872433746562	FBgn0004390	734	FBgn0015618	17363
148	3L	17613575	17620182	3.216870307922	17615585	2.833273887634	FBgn0052179	3950	FBgn0052179	3950
149	2L	1060725	1070164	3.21183681488	1068764	2.995970308781	FBgn0003310	9047	FBgn0003310	9047
150	2L	19317482	19331944	3.210638999939	19318905	3.039166674894	FBgn0032769	22670	FBgn0024245	40248
151	3R	2911652	2916323	3.208769798279	2915244	2.98502813975	FBgn0003884	2984	FBgn0003884	2984
152	3R	6418982	6432307	3.208106040955	6425902	2.806285142899	FBgn0001235	38484	FBgn0001235	38484
153	3R	849981	852730	3.205421447754	851955	2.975825246175	FBgn0037292	37481	FBgn0010313	60453
154	3L	1147474	1152778	3.20334482193	1151009	2.742284744978	FBgn0025525	9797	FBgn0035194	80197
155	2L	4818708	4825223	3.189885139465	4823903	2.621810239904	FBgn0031632	2127	FBgn0031632	2127
156	2R	5440321	5451010	3.186714172363	5443780	2.976182111104	FBgn0033465	21074	FBgn0033466	27582
157	2R	11404408	11409732	3.186210632324	11406110	2.781516467824	FBgn0003425	393	FBgn0003425	393
158	X	17651606	17655027	3.18496799469	17653893	2.936483242932	FBgn0030868	341	FBgn0030870	10884
159	3L	21404611	21417065	3.184339523315	21414305	2.972332954407	FBgn0014143	3908	FBgn0014143	3908
160	3R	12293278	12296599	3.183681488037	12294450	3.003512102015	FBgn0038434	900	FBgn0038434	900
161	3R	11744482	11749353	3.181864261627	11747586	2.874792155098	FBgn0038385	951	FBgn0038385	951
162	3R	10393234	10397849	3.174523353577	10396492	3.045941352844	FBgn0004629	1129	FBgn0004629	1129
163	2L	8379805	8388762	3.171839237213	8387298	2.885867848116	FBgn0041717	2426	FBgn0032036	2831
164	2R	16604186	16611045	3.171213626862	16609266	3.035068303347	FBgn0015721	246	FBgn0011824	4381
165	X	3712754	3715951	3.170361995697	3714643	2.940279231352	FBgn0015565	1080	FBgn0019661	6719
166	3L	9463840	9466918	3.164278030396	9465731	2.724185095893	FBgn0052037	410	FBgn0036005	4017
167	2R	5469838	5473802	3.154809951782	5472277	2.772021489985	FBgn0033467	789	FBgn0033467	789
168	2R	8851370	8855724	3.154142379761	8853646	2.976801872253	FBgn0067725	8259	FBgn0011882	93245
169	X	4613911	4619646	3.152196407318	4617062	2.875610239366	FBgn0025679	308	FBgn0022768	84954
170	3L	11663985	11668462	3.15040397644	11666675	2.988396672642	FBgn0036193	628	FBgn0036193	628
171	2R	6702665	6717037	3.144860744476	6715611	2.751159101725	FBgn0033582	19509	FBgn0033590	36979
172	2R	11623485	11627197	3.138768196106	11625887	2.963350594044	FBgn0034075	539	FBgn0034073	8421
173	3L	15672822	15681530	3.133445739746	15677393	3.011473655701	FBgn0041160	12285	FBgn0041160	12285
174	2R	12970668	12978821	3.129779815674	12973379	2.974050760269	FBgn0028953	835	FBgn0028953	835
175	X	18628086	18636527	3.12420463562	18633577	2.714077276342	FBgn0001090	1961	FBgn0001090	1961
176	3R	2856434	2864477	3.122132778168	2863289	2.841304835151	FBgn0024289	14768	FBgn0010774	42837
177	3R	15755446	15765401	3.114656448364	15756935	2.987423924839	FBgn0038753	2618	FBgn0021776	3907
178	2L	16313434	16318128	3.111688613892	16315806	2.825730770826	FBgn0000250	6224	FBgn0000250	6224
179	3L	13350898	13355330	3.10554599762	13352211	2.94284175424	FBgn0036349	321	FBgn0036349	321
180	3R	11087377	11090566	3.098823070526	11088772	2.7411236763	FBgn0003600	424	FBgn0003600	424
181	3R	937808	949916	3.093551874161	939325	2.839640825987	FBgn0037293	14485	FBgn0010313	26917
182	2R	11213371	11218285	3.090955257416	11214780	2.860855728388	FBgn0050080	1777	FBgn0010426	19837
183	3R	859660	866306	3.068583488464	864905	2.775077311198	FBgn0010313	47503	FBgn0010313	47503
184	3R	18497598	18504474	3.067587852478	18499440	2.707430481911	FBgn0039000	451	FBgn0039000	451
185	3R	26390850	26395892	3.063103675842	26394235	2.80351526597	FBgn0039787	10919	FBgn0039767	140237
186	3L	15187929	15191065	3.060572624207	15189160	2.593345820904	FBgn0029114	11740	FBgn0029114	11740
187	3L	18552551	18554386	3.057570934296	18553974	2.787673513095	FBgn0036791	48	FBgn0036800	33979
188	2R	14183231	14194417	3.056534767151	14192525	2.680643844604	FBgn0023214	4130	FBgn0023214	4130
189	2L	5787859	5790909	3.05624294281	5789266	2.902197276845	FBgn0051913	5235	FBgn0031739	12703
190	3R	19167186	19174570	3.055588245392	19169590	2.746575636022	FBgn0003118	2294	FBgn0002622	14935
191	2R	15545315	15553263	3.050172328949	15550346	2.987932541791	FBgn0034480	30496	FBgn0004364	76028
192	2L	2157538	2167583	3.049877166748	2165061	2.673971400541	FBgn0031393	9301	FBgn0031393	9301
193	3R	6175540	6183923	3.048628807068	6178822	2.866287035101	FBgn0015396	2916	FBgn0015396	2916
194	3L	886895	894486	3.048594474792	892114	2.746430575848	FBgn0028999	557	FBgn0035164	71068
195	3R	12902867	12912935	3.048083782196	12908059	2.855533319361	FBgn0038476	2108	FBgn0038476	2108
196	2R	8499362	8502709	3.045789718628	8500798	2.739790153503	FBgn0005624	3902	FBgn0005624	3902
197	3R	16653011	16657031	3.044277667999	16655857	2.68635598351	FBgn0027493	480	FBgn0038830	5906
198	2L	7041217	7058052	3.039887428284	7043465	2.851713657379	FBgn0051630	998	FBgn0051630	998
199	2L	15486227	15491122	3.039539337158	15488233	2.842194706202	FBgn0002524	6806	FBgn0003448	14035
200	3R	5697029	5701660	3.039282798767	5699824	2.760044771082	FBgn0040536	1039	FBgn0065050	95618
201	3L	21230070	21235553	3.035432815552	21232673	2.853752867381	FBgn0000551	1029	FBgn0037066	12769
202	3R	2572036	2583682	3.034797668457	2581404	2.794852495193	FBgn0026564	723	FBgn0026564	723
203	3R	15683496	15688597	3.034776687622	15684843	2.90287104249	FBgn0038736	1327	FBgn0038741	18296
204	2R	18595420	18599242	3.033047199249	18597768	2.581179350615	FBgn0034820	2906	FBgn0003062	15448
205	2L	16277346	16284397	3.032615184784	16277435	3.06580953598	FBgn0001994	6222	FBgn0001994	6222
206	3R	10473050	10482953	3.029743671417	10478339	2.922170330496	FBgn0026578	3084	FBgn0026578	3084
207	2L	8840630	8853295	3.018361091614	8841999	2.938509071574	FBgn0029123	16374	FBgn0029123	16374
208	3L	5899411	5908776	3.009740829468	5903460	2.622836240133	FBgn0002638	3260	FBgn0002638	3260
209	2L	15733704	15745443	3.002265453339	15739257	2.674444170559	FBgn0010382	4827	FBgn0003936	8354
210	X	3199850	3209471	3.001028060913	3207968	2.694111347198	FBgn0000472	21371	FBgn0000472	21371
211	2R	13669657	13673821	2.997745513916	13671509	2.662141547484	FBgn0022238	1546	FBgn0022238	1546
212	2L	14428887	14437540	2.988869190216	14436186	2.712757503285	FBgn0028871	11055	FBgn0005771	54676
213	2R	8470617	8477059	2.987392425537	8475792	2.45764786005	FBgn0033787	6329	FBgn0004512	13541
214	2R	2322210	2328527	2.984642982483	2326017	2.709924361285	FBgn0033107	856	FBgn0033107	856
215	3L	10302622	10307601	2.979419708252	10304785	2.94412702322	FBgn0067716	10992	FBgn0000629	307292
216	X	14571032	14579717	2.973299980164	14577396	2.825203955173	FBgn0015774	5815	FBgn0015773	89628
217	3L	118519	124424	2.972791194916	121698	2.651276812834	FBgn0035099	8287	FBgn0035105	46256
218	3R	22615030	22628851	2.972454071045	22622976	2.677272544188	FBgn0003717	1789	FBgn0027889	69553
219	3L	22657525	22659773	2.970255851746	22658489	2.734297247494	FBgn0016034	414	FBgn0037200	147558
220	2R	2024754	2030202	2.96813583374	2026515	2.678070741541	FBgn0010347	12443	FBgn0041145	95803
221	3L	13054143	13061008	2.964166641235	13058686	2.917648633321	FBgn0036345	2550	FBgn0010452	29534
222	2R	14784248	14797020	2.963226318359	14788215	2.676502466202	FBgn0003254	2374	FBgn0003254	2374
223	X	7009951	7016193	2.95939540863	7014753	2.434054402744	FBgn0047092	19667	FBgn0029933	71464
224	3R	9794710	9800002	2.959066390991	9797601	2.638892873128	FBgn0015270	6962	FBgn0038196	64286
225	2L	14481024	14493544	2.952121734619	14486319	2.704033907722	FBgn0005771	4543	FBgn0005771	4543
226	3L	2847169	2854791	2.951431274414	2852349	2.811275341932	FBgn0035378	2893	FBgn0035370	101821
227	X	5360157	5364451	2.951018810272	5362725	2.597138881683	FBgn0029771	227	FBgn0029771	227
228	2R	8962718	8967249	2.950199127197	8963886	2.590737679425	FBgn0050062	1641	FBgn0050062	1641
229	3L	14416072	14421678	2.949424743652	14420157	2.74693390727	FBgn0036424	37566	FBgn0036424	37566
230	3R	27096666	27104628	2.947657585144	27098975	2.636691510677	FBgn0039839	7523	FBgn0039831	52549
231	2R	16972965	16976343	2.947385311127	16974076	2.170969458187	FBgn0010415	14674	FBgn0010415	14674
232	2R	10864135	10869635	2.945921421051	10867467	2.777360691744	FBgn0034013	2450	FBgn0000996	28356
233	3R	20992198	21013549	2.944681167603	20999003	2.741889056037	FBgn0039285	620	FBgn0039286	11732
234	2R	19949216	19954310	2.938330173492	19951728	2.665197796292	FBgn0035005	1372	FBgn0019886	71162
235	3L	9001849	9005149	2.937846660614	9003267	2.866636149089	FBgn0035956	8911	FBgn0028789	12057
236	3L	5807826	5811740	2.9375	5809985	2.549316237955	FBgn0003984	9576	FBgn0035640	22955
237	3R	5372008	5379604	2.936128139496	5378170	2.473341941833	FBgn0037707	405	FBgn0037707	405
238	3L	19520853	19529319	2.936060905457	19522086	2.556126201854	FBgn0036886	4405	FBgn0036886	4405
239	3R	17201187	17208604	2.934858322144	17205972	2.587449252605	FBgn0004110	1271	FBgn0043012	110173
240	2R	2992595	3005859	2.930692195892	2998328	2.783802866936	FBgn0015930	3348	FBgn0015930	3348
241	3L	19120343	19125239	2.930294036865	19122297	2.81231969595	FBgn0016797	13588	FBgn0016797	13588
242	3L	13801664	13803885	2.929107666016	13802893	2.539703114827	FBgn0036380	4606	FBgn0036386	91363
243	3L	10820383	10838018	2.928472518921	10825375	2.409777323405	FBgn0026160	6464	FBgn0026160	6464
244	3R	17450998	17472973	2.926644802094	17470054	2.47560784396	FBgn0011766	16073	FBgn0046832	21808
245	2L	5236448	5241760	2.923893928528	5239949	2.772523487315	FBgn0051971	817	FBgn0000228	38609
246	3R	12663451	12668600	2.914366722107	12665389	2.733392238617	FBgn0000014	9620	FBgn0020546	10337
247	3R	18612614	18616510	2.910584926605	18614818	2.558197975159	FBgn0039026	4612	FBgn0039013	62196
248	3R	17977178	17981688	2.90431022644	17979085	2.390264987946	FBgn0053335	11655	FBgn0053335	11655
249	3R	463107	469383	2.903336048126	466341	2.692192077637	FBgn0037261	932	FBgn0037261	932
250	3R	12716024	12720308	2.899236679077	12718166	2.8717138627	FBgn0015350	12716	FBgn0082171	36129
251	3L	17379938	17382972	2.898451328278	17381388	2.583520710468	FBgn0027660	5383	FBgn0027660	5383
252	2L	14550091	14556533	2.898432731628	14554981	2.6764447848	FBgn0028881	5906	FBgn0005771	64119
253	2L	17374010	17381623	2.897404670715	17378560	2.612665484933	FBgn0032633	1516	FBgn0032633	1516
254	3L	21998826	22006456	2.89412689209	22000875	2.733477760764	FBgn0037149	901	FBgn0037149	901
255	2R	15562920	15568335	2.893872261047	15564823	2.705685456594	FBgn0034480	44973	FBgn0004364	61551
256	X	16955958	16960174	2.891925811768	16958703	2.778979441699	FBgn0030820	17129	FBgn0065049	20098
257	X	17336385	17339714	2.891583442688	17338658	2.38439771533	FBgn0030842	15406	FBgn0030851	124755
258	2R	11668407	11671902	2.891506671906	11670382	2.745276037852	FBgn0034082	3275	FBgn0034082	3275
259	2L	19708598	19709903	2.890524864197	19708730	2.594921285456	FBgn0005590	11766	FBgn0005590	11766
260	2L	8141159	8150542	2.885499954224	8145414	2.79488542676	FBgn0051606	2216	FBgn0051607	3536
261	2L	3630686	3634548	2.882617950439	3632869	2.609988521127	FBgn0031554	11188	FBgn0002985	26121
262	3L	14911121	14919679	2.882073402405	14918664	2.541683197021	FBgn0040487	7293	FBgn0040487	7293
263	3L	16008100	16019388	2.876223087311	16014707	2.657707971685	FBgn0003691	1207	FBgn0003691	1207
