name	status	Dorsal	Hairy	Snail	Twist	bicoid	cad	giant	hunchback
Kvon2014_chr2L_584274_586488	off	0.609554403	0	0	0	0	0	0	0.733273983
Kvon2014_chr2L_585826_587936	off	0.609554403	0	0	0	0	0	0	0.733273983
Kvon2014_chr2L_6926028_6928185	off	1.365052462	0	0	0	0	0	0	0.791009903
Kvon2014_chr2R_13755468_13756077	off	2.482337892	0	0	0	0	0	0	0.848613739
Kvon2014_chrX_3665252_3667396	off	3.494449482	0	0	0	0	0	0	0.905544281
Kvon2014_chrX_18051202_18053314	off	0.956353442	0	0	0	0	0	0	1.0629024506
Kvon2014_chr3R_9258489_9260760	off	0.983307679	0	0	0	0	0	0	1.1236600876
Kvon2014_chr3R_24243942_24246063	off	0.375595766	0	0	0	0	0	0	1.1634178162
Kvon2014_chr3R_2604665_2607017	off	0.663288623	0	0	0	0	0	0	1.2087988853
Kvon2014_chr3R_2606594_2608728	off	0.663288623	0	0	0	0	0	0	1.2087988853
Kvon2014_chr2R_19479629_19481881	off	0.388304996	0	0	0	0	0	0	1.2294273376
Kvon2014_chr2R_11807539_11809597	off	1.228574388	0	0	0	0	0	0	1.2546615601
Kvon2014_chr2R_11358575_11360026	off	0.913811628	0	0	0	0	0	0	1.2693462372
Kvon2014_chr3R_5043388_5045470	off	2.183646381	0	0	0	0	0	0	1.2780208588
Kvon2014_chr3R_16716468_16718680	off	0.558698907	0	0	0	0	0	0	1.3506755829
Kvon2014_chr3L_370964_373272	off	3.553363546	0	0	0	0	0	0	1.4110822678
Kvon2014_chr2L_12675354_12677452	off	3.379467053	0	0	0	0	0	0	1.416708231
Kvon2014_chr2L_5634004_5636073	off	0.466817856	0	0	0	0	0	0	1.51293993
Kvon2014_chr2L_5635582_5637842	off	0.466817856	0	0	0	0	0	0	1.51293993
Kvon2014_chr3R_23730745_23732836	off	1.125083745	1.9579544068	0	0	0	0	0	1.5779304505
Kvon2014_chr3R_18044158_18046272	off	0.904413189	0	0	0	0	0	0	1.7916669845
Kvon2014_chr2L_12502415_12504503	off	1.131424631	0	0	0	0	0	0	1.8406581879
Kvon2014_chr2L_12504141_12506233	off	1.131424631	0	0	0	0	0	0	1.8406581879
Kvon2014_chr3R_23547673_23549749	off	0.542291052	0	0	0	0	0	0	1.8935961723
Kvon2014_chr3R_12507207_12509334	off	2.185235679	0	0	0	0	0	0	2.0026154518
Kvon2014_chrX_7495734_7497844	off	2.402424616	0	0	0	0	0	0	2.063033104
Kvon2014_chrX_8551495_8553614	off	0.86998407	0	0	0	0	0	0	2.1769208908
Kvon2014_chr3R_26635885_26638109	off	2.19975096	0	0	0	0	0	0	2.3107194901
Kvon2014_chr4_1027721_1029853	off	0.71253109	0	0	0	0	0	0	2.3768262864
Kvon2014_chrX_7633561_7635657	off	0.343789482	0	0	0	0	0	0	2.4878902435
Kvon2014_chr3R_8087694_8089952	off	0.769393079	2.6395745278	0	0	0	0	0	2.5667409897
Kvon2014_chr3R_5046911_5049054	off	2.183646381	0	0	0	0	0	0	2.6723794937
Kvon2014_chrX_299934_302160	off	2.821155716	0	0	0	0	0	0	2.8317089081
Kvon2014_chr3R_27429416_27431511	off	1.811551094	0	0	0	0	0	0	2.894874096
Kvon2014_chr3L_14163122_14165228	off	2.324052363	2.9748888016	0	0	0	0	0	3.1471948624
Kvon2014_chrX_9672764_9674596	off	1.448845134	0	0	0	0	0	0	3.5444989205
Kvon2014_chr3L_15538759_15540977	off	0.839044762	0	0	0	0	0	0	4.0618438721
Kvon2014_chr3L_4968908_4971033	off	1.211689506	0	0	0.472777162	0	0	0	0
Kvon2014_chrX_5226321_5226813	off	1.159217121	0	0	0.475352976	0	0	0	0
Kvon2014_chrX_5226778_5227451	off	1.159217121	0	0	0.475352976	0	0	0	0
Kvon2014_chrX_5912211_5914312	off	0.476585388	0	0	0.476585388	0	0	0	0
Kvon2014_chr3R_16153706_16154221	off	1.689746392	0	0	0.483450229	0	0	0	0
Kvon2014_chr3L_6776188_6778272	off	0.914887907	0	0	0.485826526	0	0	0	0
Kvon2014_chr3L_6777721_6779877	off	0.914887907	0	0	0.485826526	0	0	0	0
Kvon2014_chrX_18706862_18709004	off	1.262235868	0.8228189945	0	0.487342618	0	0	0	0
Kvon2014_chrX_20991233_20993110	off	0.492488934	0	0	0.492488934	0	0	0	0
Kvon2014_chr3R_14374830_14376924	off	1.035097482	0	0	0.49869389	0	0	0	0
Kvon2014_chrX_7870793_7872939	off	2.549168066	3.9635543824	0	0.502028644	0	0	0	0
Kvon2014_chr2L_8821624_8823742	off	3.675636514	0	0	0.504455471	0	0	0	0
Kvon2014_chrX_7542135_7544237	off	0.507934968	0	0	0.507934968	0	0	0	0
Kvon2014_chr2L_242019_244270	off	3.178939693	0.6331839561	0	0.510229349	0	0	0	0
Kvon2014_chr3L_20640418_20642591	off	0.510750939	0	0	0.510750939	0	0	0	0
Kvon2014_chr3R_27439531_27440450	off	0.511542588	0	0	0.511542588	0	0	0	0
Kvon2014_chr2L_8423501_8425591	off	2.084622384	0	0	0.512759686	0	0	0	0
Kvon2014_chrX_1567063_1569392	off	0.514191287	0	0	0.514191287	0	0	0	0
Kvon2014_chr3R_8109541_8111651	off	0.969809751	0	0	0.51446945	0	0	0	0
Kvon2014_chr2L_6884462_6886666	off	0.5147367	0	0	0.5147367	0	0	0	0
Kvon2014_chr3R_12485941_12488098	off	2.091938168	0	0	0.514996529	0	0	0	0
Kvon2014_chr3R_13558784_13559436	off	0.927158665	0	0	0.515495553	0	0	0	0
Kvon2014_chrX_1553892_1556016	off	0.515639305	0	0	0.515639305	0	0	0	0
Kvon2014_chrX_1555121_1557242	off	0.515639305	0	0	0.515639305	0	0	0	0
Kvon2014_chr3R_2535992_2538146	off	1.034765562	0	0	0.516242409	0	0	0	0
Kvon2014_chr2L_8802386_8804520	off	0.517195658	0.8766875267	0	0.517195658	0	0	0	0
Kvon2014_chrX_5964006_5966267	off	1.098099271	0	0	0.517517034	0	0	0	0
Kvon2014_chrX_8616792_8618904	off	0.51770423	0	0	0.51770423	0	0	0	0
Kvon2014_chr3R_24393295_24395385	off	0.876857118	0	0	0.519349861	0	0	0	0
Kvon2014_chr3L_7930296_7932398	off	1.673161868	0	0	0.522042572	0	0	0	0
Kvon2014_chr3L_12706738_12708876	off	0.522771657	0	0	0.522771657	0	0	0	0
Kvon2014_chr3L_12708353_12710579	off	0.522771657	0	0	0.522771657	0	0	0	0
Kvon2014_chr3L_5418926_5421142	off	0.523676236	0	0	0.523676236	0	0	0	0
Kvon2014_chrX_2535170_2537244	off	2.232801358	2.3198137283	0	0.524040262	0	0	0	0
Kvon2014_chr2R_9849619_9851852	off	2.059344803	0	0	0.524777805	0	0	0	0
Kvon2014_chr3L_20658238_20660323	off	0.526010185	0	0	0.526010185	0	0	0	0
Kvon2014_chr2R_10346161_10347664	off	2.552556931	1.0455703735	0	0.526471395	0	0	0	0
Kvon2014_chr3R_17971803_17973918	off	1.532903691	0	0	0.526889408	0	0	0	0
Kvon2014_chr3L_17735337_17737436	off	0.526994965	0	0	0.526994965	0	0	0	0
Kvon2014_chrX_15276118_15278353	off	0.527441263	0	0	0.527441263	0	0	0	0
Kvon2014_chr2R_2555654_2556639	off	1.156368447	0	0	0.527803533	0	0	0	0
Kvon2014_chr3R_14987445_14988020	off	2.105056319	0	0	0.5287132	0	0	0	3.254421711
Kvon2014_chr3R_14987971_14989989	off	2.105056319	0	0	0.5287132	0	0	0	3.254421711
Kvon2014_chr2R_9220057_9222240	off	0.52939719	0	0	0.52939719	0	0	0	0
Kvon2014_chr2R_7093721_7096022	off	0.983345945	0	0	0.529676874	0	0	0	0
Kvon2014_chr3L_559282_561596	off	0.530227691	0	0	0.530227691	0	0	0	0
Kvon2014_chr3L_561070_563286	off	0.530227691	0	0	0.530227691	0	0	0	0
Kvon2014_chrX_20994968_20997080	off	1.157748911	0	0	0.531664742	0	0	0	0
Kvon2014_chr3L_9185131_9187287	off	0.533517057	0	0	0.533517057	0	0	0	0
Kvon2014_chr2L_17365435_17367633	off	0.535616875	0	0	0.535616875	0	0	0	0
Kvon2014_chr2L_12514402_12516516	off	0.536270062	0	0	0.536270062	0	0	0	0
Kvon2014_chr2R_20413591_20413763	off	1.528531102	0	0	0.537295818	0	0	0	0
Kvon2014_chrX_15809957_15810908	off	0.537924957	0	0	0.537924957	0	0	0	0
Kvon2014_chr2R_15430095_15432314	off	0.538065966	0	0	0.538065966	0	0	0	0
Kvon2014_chr2R_15431917_15434019	off	0.538065966	0	0	0.538065966	0	0	0	0
Kvon2014_chr2R_20626078_20628175	off	2.388836448	0	0	0.538433552	0	0	0	0
Kvon2014_chr3L_19709856_19710940	off	2.307452068	0	0	0.540349455	0	0	0	0
Kvon2014_chr3R_13501130_13501936	off	0.540504376	1.0995664597	0	0.540504376	0	0	0	0
Kvon2014_chr3L_19745212_19747357	off	0.540539294	0	0	0.540539294	0	0	0	0
Kvon2014_chr3L_19746664_19748891	off	0.540539294	0	0	0.540539294	0	0	0	0
Kvon2014_chrX_8514043_8516142	off	0.920051302	0	0	0.540970236	0	0	0	0
Kvon2014_chr3L_17455052_17457155	off	0.994982882	0	0	0.542366637	0	0	0	0.7534461021
Kvon2014_chr2R_3926586_3928779	off	0.542967081	1.8960604668	0	0.542967081	0	0	0	0
Kvon2014_chr2L_8786661_8788817	off	0.54399768	0	0	0.54399768	0	0	0	2.2417097091
Kvon2014_chr2R_10996977_10999108	off	1.231775784	0	0	0.544526696	0	0	0	0
Kvon2014_chr2L_20075435_20075799	off	1.230547961	0	0	0.544712123	0	0	0	0
Kvon2014_chr3R_12047218_12049500	off	1.758194908	0	0	0.545696656	0	0	0	0
Kvon2014_chr2R_4214515_4216701	off	2.166993353	2.073225975	0	0.546134207	0	0	0	0
Kvon2014_chr2L_21804935_21807166	off	0.546321233	0	0	0.546321233	0	0	0	0
Kvon2014_chr2L_21806687_21808866	off	0.546321233	0	0	0.546321233	0	0	0	0
Kvon2014_chr2R_19364632_19366730	off	0.547288053	0	0	0.547288053	0	0	0	0
Kvon2014_chr2L_18858385_18859231	off	1.068706534	0	0	0.547482695	0	0	0	0
Kvon2014_chr2L_18859180_18859700	off	1.068706534	0	0	0.547482695	0	0	0	0
Kvon2014_chr2R_5068602_5070713	off	1.00698486	0	0	0.547780752	0	0	0	0
Kvon2014_chrX_1508208_1510308	off	0.547844993	0	0	0.547844993	0	0	0	0
Kvon2014_chr2L_16686532_16688619	off	1.432866639	0	0	0.548355913	0	0	0	0.9670205116
Kvon2014_chr2R_9702405_9704616	off	0.549731149	0	0	0.549731149	0	0	0	0
Kvon2014_chr2L_8537884_8540520	off	0.550156381	0	0	0.550156381	0	0	0	0
Kvon2014_chrX_13205742_13207839	off	0.550413572	0	0	0.550413572	0	0	0	0
Kvon2014_chr3R_9711842_9713943	off	0.551065098	0	0	0.551065098	0	0	0	0
Kvon2014_chr3L_4952534_4954637	off	0.551513513	0	0	0.551513513	0	0	0	0
Kvon2014_chr3L_1084811_1086993	off	1.00378891	0	0	0.551633767	0	0	0	0
Kvon2014_chr3L_15094327_15096475	off	2.073902321	0	0	0.552502823	0	0	0	0
Kvon2014_chr3L_12289727_12291939	off	0.552663684	0	0	0.552663684	0	0	0	0
Kvon2014_chr3L_12291514_12293687	off	0.552663684	0	0	0.552663684	0	0	0	0
Kvon2014_chrX_9596435_9598602	off	1.222944343	0	0	0.553286976	0	0	0	0
Kvon2014_chr2R_2708716_2710801	off	0.553598046	0	0	0.553598046	0	0	0	0
Kvon2014_chr3L_15915042_15917244	off	1.545001894	1.1343612671	0	0.554532528	0	0	0	0
Kvon2014_chrX_5478227_5480495	off	0.554984396	0	0	0.554984396	0	0	0	0
Kvon2014_chr2R_7695277_7697728	off	0.556224482	0	0	0.556224482	0	0	0	0
Kvon2014_chr3L_12268279_12270373	off	1.569849716	0	0	0.556868245	0	0	0	0
Kvon2014_chr3L_18748464_18750670	off	1.338706897	0	0	0.557104419	0	0	0	0
Kvon2014_chr3L_10428681_10430970	off	0.55728319	0	0	0.55728319	0	0	0	0
Kvon2014_chr3L_14742679_14743471	off	0.91824946	0	0	0.557404041	0	0	0	0
Kvon2014_chr3L_18851716_18853842	off	0.972952544	0	0	0.557911634	0	0	0	0
Kvon2014_chr3L_18853247_18855450	off	0.972952544	0	0	0.557911634	0	0	0	0
Kvon2014_chr3L_16033040_16035140	off	3.112732845	0	0	0.558766715	0	0	0	0
Kvon2014_chr2R_6333268_6335361	off	0.559159587	0	0	0.559159587	0	0	0	0
Kvon2014_chr2R_12066335_12068434	off	2.744373271	0	0	0.560400376	0	0	0	0
Kvon2014_chr2R_12067630_12069789	off	2.744373271	0	0	0.560400376	0	0	0	0
Kvon2014_chrX_7660806_7662413	off	0.560938782	0	0	0.560938782	0	0	0	0
Kvon2014_chr3L_18645005_18647111	off	1.05241197	0	0	0.561146196	0	0	0	0
Kvon2014_chrX_5347309_5349398	off	0.561358929	0	0	0.561358929	0	0	0	0
Kvon2014_chrX_5475215_5477389	off	0.562311522	0	0	0.562311522	0	0	0	0
Kvon2014_chr2R_1697928_1700043	off	0.56254828	0	0	0.56254828	0	0	0	0
Kvon2014_chr2L_20907921_20910016	off	0.56287117	0	0	0.56287117	0	0	0	0
Kvon2014_chr2L_20909693_20911801	off	0.56287117	0	0	0.56287117	0	0	0	0
Kvon2014_chr3R_13160184_13162374	off	1.200961674	0	0	0.565424022	0	0	0	0
Kvon2014_chrX_5358217_5360430	off	0.565564156	0	0	0.565564156	0	0	0	0
Kvon2014_chr3L_6860820_6862977	off	0.565749168	0	0	0.565749168	0	0	0	0
Kvon2014_chr3L_6862493_6864783	off	0.565749168	0	0	0.565749168	0	0	0	0
Kvon2014_chr3R_27553939_27555515	off	0.566013897	0	0	0.566013897	0	0	0	0
Kvon2014_chrX_5501865_5503962	off	1.993971961	0	0	0.567083406	0	0	0	1.9177589416
Kvon2014_chr2R_12251765_12254304	off	1.194252976	0	0	0.567424496	0	0	0	0
Kvon2014_chr2R_18754037_18756074	off	2.185498019	0	0	0.567620118	0	0	0	0
Kvon2014_chr2R_5992911_5995133	off	0.968927575	0	0	0.567885764	0	0	0	0
Kvon2014_chr3R_26640928_26643072	off	0.972791205	0	0	0.568995307	0	0	0	0
Kvon2014_chr3L_4854361_4856439	off	0.570644379	0	0	0.570644379	0	0	0	0
Kvon2014_chr2L_21292830_21294597	off	1.294415891	0	0	0.570672661	0	0	0	0
Kvon2014_chr2R_3301276_3303366	off	0.570836276	0	0	0.570836276	0	0	0	0
Kvon2014_chr2R_3302453_3304622	off	0.570836276	0	0	0.570836276	0	0	0	0
Kvon2014_chr2R_4207575_4209767	off	1.058437379	0	0	0.570983982	0	0	0	0
Kvon2014_chr2L_12159186_12161281	off	1.572058983	0	0	0.571121909	0	0	0	0
Kvon2014_chr2R_13181252_13183441	off	0.571740559	0	0	0.571740559	0	0	0	0
Kvon2014_chr2L_12566977_12569228	off	1.072327371	0	0	0.572637826	0	0	0	0
Kvon2014_chr3R_17996280_17998373	off	0.572833061	0	0	0.572833061	0	0	0	0
Kvon2014_chr3R_17994408_17996645	off	0.572833061	0.9070396423	0	0.572833061	0	0	0	0
Kvon2014_chr2R_9239512_9241613	off	0.572991007	0	0	0.572991007	0	0	0	0
Kvon2014_chr3R_5001382_5003566	off	0.573370327	0	0	0.573370327	0	0	0	0
Kvon2014_chr2R_4437327_4439495	off	0.573504627	0	0	0.573504627	0	0	0	0
Kvon2014_chrX_14982626_14985394	off	1.44746455	0	0	0.574142849	0	0	0	0
Kvon2014_chr3R_13710330_13711495	off	0.574202061	0	0	0.574202061	0	0	0	0
Kvon2014_chr3R_17919872_17921970	off	0.574623203	0	0	0.574623203	0	0	0	0
Kvon2014_chrX_5269890_5272022	off	0.576584816	0	0	0.576584816	0	0	0	0
Kvon2014_chr2R_13294212_13294912	off	1.37676689	0	0	0.577123463	0	0	0	0
Kvon2014_chr2R_13294882_13295897	off	1.37676689	0	0	0.577123463	0	0	0	0
Kvon2014_chr2L_15942371_15944467	off	0.577858364	0	0	0.577858364	0	0	0	0
Kvon2014_chr2L_16691729_16693830	off	0.578004472	0	0	0.578004472	0	0	0	0
Kvon2014_chr2L_16689990_16692058	off	1.506320308	0	0	0.578004472	0	0	0	0
Kvon2014_chr2R_4280896_4283142	off	0.909452349	0	0	0.578009635	0	0	0	0
Kvon2014_chr3R_3907430_3908491	off	0.578783464	0	0	0.578783464	0	0	0	0
Kvon2014_chr2R_6345353_6347431	off	0.579054215	0	0	0.579054215	0	0	0	0
Kvon2014_chr2R_6346902_6349294	off	0.579054215	0	0	0.579054215	0	0	0	0
Kvon2014_chr3L_11596160_11596895	off	0.57974413	0	0	0.57974413	0	0	0	0
Kvon2014_chrX_3517252_3519451	off	0.580734283	0	0	0.580734283	0	0	0	0
Kvon2014_chrX_3518923_3521232	off	0.580734283	0	0	0.580734283	0	0	0	0
Kvon2014_chr2R_14535101_14537227	off	0.580923387	0	0	0.580923387	0	0	0	0.9004001617
Kvon2014_chr2L_16639956_16642097	off	0.581032157	0	0	0.581032157	0	0	0	0
Kvon2014_chrX_18185421_18187503	off	1.405246249	0	0	0.581254584	0	0	0	0
Kvon2014_chr2R_20743789_20745906	off	2.192781896	0	0	0.581824219	0	0	0	0
Kvon2014_chr3R_17964848_17966958	off	1.087714163	0	0	0.582434972	0	0	0	0
Kvon2014_chr3L_20645523_20647619	off	0.58302021	0	0	0.58302021	0	0	0	0
Kvon2014_chr2L_16582807_16584991	off	0.583242893	0	0	0.583242893	0	0	0	0
Kvon2014_chr3R_14297627_14299778	off	1.087919319	0	0	0.583672003	0	0	0	0
Kvon2014_chr3R_14299310_14301528	off	1.087919319	0	0	0.583672003	0	0	0	0
Kvon2014_chr2L_21681090_21682151	off	1.999775231	0	0	0.583679497	0	0	0	0
Kvon2014_chr2R_7073209_7075402	off	2.846255076	0	0	0.583992513	0	0	0	0
Kvon2014_chr2R_18165190_18167410	off	0.988983137	0	0	0.584052843	0	0	0	1.7150754929
Kvon2014_chr2R_13832167_13834326	off	0.584101027	0	0	0.584101027	0	0	0	0
Kvon2014_chr2R_13833849_13836011	off	0.584101027	0	0	0.584101027	0	0	0	0
Kvon2014_chrX_4290985_4293195	off	1.440514278	0	0	0.584531275	0	0	0	0
Kvon2014_chrX_4289285_4291379	off	1.440514278	2.6287336349	0	0.584531275	0	0	0	0
Kvon2014_chrX_5482751_5484914	off	1.054613949	0	0	0.585007222	0	0	0	0
Kvon2014_chr2R_15509949_15512070	off	0.587835491	0	0	0.587835491	0	0	0	0
Kvon2014_chr2R_15511719_15513836	off	0.587835491	0	0	0.587835491	0	0	0	0
Kvon2014_chr2R_18335944_18338039	off	0.587890625	0	0	0.587890625	0	0	0	0
Kvon2014_chr2R_9501738_9503924	off	0.962148088	0	0	0.588155775	0	0	0	0
Kvon2014_chr2R_18353950_18356138	off	0.589456134	0	0	0.589456134	0	0	0	0
Kvon2014_chr3L_7819495_7821763	off	0.589691026	0	0	0.589691026	0	0	0	0
Kvon2014_chrX_1924687_1926926	off	1.908071836	0	0	0.589729627	0	0	0	0
Kvon2014_chr2L_15936129_15938288	off	0.58998251	0	0	0.58998251	0	0	0	0
Kvon2014_chr3L_5718933_5721023	off	0.590899901	0	0	0.590899901	0	0	0	0
Kvon2014_chr3L_7686686_7688861	off	0.591596746	0	0	0.591596746	0	0	0	0
Kvon2014_chr2R_2810869_2811463	off	1.169514291	0	0	0.59254708	0	0	0	0
Kvon2014_chr3R_6285371_6287581	off	0.592930345	0	0	0.592930345	0	0	0	0
Kvon2014_chr3R_6287216_6289375	off	0.592930345	0	0	0.592930345	0	0	0	0
Kvon2014_chr3R_19044526_19046770	off	1.952100016	0	0	0.593207916	0	0	0	1.7750110626
Kvon2014_chrX_12956296_12958406	off	0.59388265	0	0	0.59388265	0	0	0	0
Kvon2014_chrX_12957967_12960084	off	0.59388265	0	0	0.59388265	0	0	0	0
Kvon2014_chr4_1072141_1074348	off	2.2551763	0	0	0.593969518	0	0	0	1.861014843
Kvon2014_chr2R_20275132_20277229	off	1.626918345	0	0	0.595560908	0	0	0	0
Kvon2014_chr3L_552656_554858	off	0.595900853	0	0	0.595900853	0	0	0	0
Kvon2014_chr2L_20719332_20721423	off	0.936091329	0	0	0.596186691	0	0	0	0
Kvon2014_chr2L_14469023_14471110	off	1.325855168	0	0	0.596804023	0	0	0	0
Kvon2014_chr3L_15099039_15101236	off	2.094105428	0	0	0.597080022	0	0	0	0
Kvon2014_chr3R_3786500_3788626	off	1.913031861	1.0884695053	0	0.597654906	0	0	0	0
Kvon2014_chr3L_12567506_12569674	off	0.597657681	0	0	0.597657681	0	0	0	0
Kvon2014_chrX_3473750_3475953	off	0.597765505	0	0	0.597765505	0	0	0	0
Kvon2014_chr3L_12316500_12318639	off	0.598282281	0	0	0.598282281	0	0	0	0
Kvon2014_chr3L_12318333_12320424	off	0.598282281	0	0	0.598282281	0	0	0	0
Kvon2014_chr3L_18774132_18776330	off	0.598799341	0	0	0.598799341	0	0	0	0
Kvon2014_chr3L_6359873_6362034	off	0.600296676	0	0	0.600296676	0	0	0	0
Kvon2014_chr2R_2788110_2790286	off	0.600860988	0	0	0.600860988	0	0	0	0
Kvon2014_chr2R_2789788_2791982	off	0.600860988	0	0	0.600860988	0	0	0	0
Kvon2014_chr2R_16284707_16286824	off	0.60090189	0	0	0.60090189	0	0	0	0
Kvon2014_chr3L_10986314_10988580	off	1.013611317	0	0	0.601439476	0	0	0	0
Kvon2014_chr3L_7295431_7297606	off	0.601891899	0	0	0.601891899	0	0	0	0
Kvon2014_chr3L_7297154_7299255	off	0.601891899	0	0	0.601891899	0	0	0	0
Kvon2014_chrX_17926423_17928549	off	0.602832542	0	0	0.602832542	0	0	0	0
Kvon2014_chr2R_1227784_1228482	off	1.335326642	0	0	0.605708629	0	0	0	0
Kvon2014_chr3L_17702009_17704108	off	0.606461016	0	0	0.606461016	0	0	0	0
Kvon2014_chrX_2341462_2342396	off	1.813733085	2.2371034622	0	0.606466039	0	0	0	0
Kvon2014_chrX_20322636_20324726	off	0.606617481	0	0	0.606617481	0	0	0	0
Kvon2014_chr2R_13718470_13720653	off	1.401156398	0	0	0.607028008	0	0	0	0
Kvon2014_chr2R_11720190_11722283	off	1.837053043	2.0821361541	0	0.607105536	0	0	0	0
Kvon2014_chrX_20304206_20306300	off	1.012497638	0	0	0.608244215	0	0	0	0
Kvon2014_chrX_20306393_20308500	off	1.20501927	0	0	0.608244215	0	0	0	0
Kvon2014_chr2R_5113249_5115359	off	0.608314486	0	0	0.608314486	0	0	0	0
Kvon2014_chr2L_17436505_17436910	off	1.8084936	0	0	0.608447776	0	0	0	0
Kvon2014_chr3L_5401031_5403233	off	0.608860493	0	0	0.608860493	0	0	0	0
Kvon2014_chr2R_2704038_2706154	off	0.610301104	0	0	0.610301104	0	0	0	0
Kvon2014_chrX_432778_434888	off	0.61155653	0	0	0.61155653	0	0	0	0
Kvon2014_chrX_7867453_7869628	off	2.659907786	0	0	0.612768364	0	0	0	0
Kvon2014_chr2R_4410689_4412877	off	0.614318784	0	0	0.614318784	0	0	0	0
Kvon2014_chr2R_4412331_4414514	off	0.614318784	0	0	0.614318784	0	0	0	0
Kvon2014_chrX_7424832_7426942	off	0.614781046	0	0	0.614781046	0	0	0	0
Kvon2014_chr3L_1329517_1329839	off	1.586573629	0	0	0.614932369	0	0	0	0
Kvon2014_chr2R_14985277_14987381	off	0.615165624	0	0	0.615165624	0	0	0	0
Kvon2014_chr2R_14903242_14905440	off	0.615396321	0	0	0.615396321	0	0	0	0
Kvon2014_chr2R_14904980_14907097	off	0.615396321	0	0	0.615396321	0	0	0	0
Kvon2014_chrX_3666866_3669011	off	3.427912515	0	0	0.616993427	0	0	0	0.905544281
Kvon2014_chr2L_1736075_1738179	off	1.34272733	0	0	0.618873405	0	0	0	0
Kvon2014_chrX_14223229_14225482	off	0.618937254	0	0	0.618937254	0	0	0	0
Kvon2014_chr3L_16053360_16055493	off	0.619983345	0	0	0.619983345	0	0	0	0
Kvon2014_chr3L_4947390_4949482	off	0.621662557	0	0	0.621662557	0	0	0	0
Kvon2014_chrX_9615835_9617937	off	1.2174242	0	0	0.621816953	0	0	0	0
Kvon2014_chr2R_17918519_17920644	off	0.623545885	0	0	0.623545885	0	0	0	0
Kvon2014_chr2R_20237225_20239380	off	1.075631992	0	0	0.624206185	0	0	0	0
Kvon2014_chrX_17305796_17307891	off	0.625503868	0.7586374283	0	0.625503868	0	0	0	0
Kvon2014_chrX_1488464_1490572	off	0.625750654	0	0	0.625750654	0	0	0	0
Kvon2014_chrX_1490248_1492352	off	0.625750654	0	0	0.625750654	0	0	0	0
Kvon2014_chr2R_13825187_13827293	off	0.625804329	0	0	0.625804329	0	0	0	0
Kvon2014_chr2R_17898765_17900877	off	0.626190186	0	0	0.626190186	0	0	0	0
Kvon2014_chr3L_14237876_14240165	off	0.626437108	0	0	0.626437108	0	0	0	0
Kvon2014_chr2R_2511991_2514764	off	2.838068843	2.0020151138	0	0.627542347	0	0	0	0
Kvon2014_chrX_17255054_17257314	off	0.62790814	0	0	0.62790814	0	0	0	0
Kvon2014_chr3L_7937242_7939425	off	1.0404732	0	0	0.628432807	0	0	0	0
Kvon2014_chr2R_12448226_12450366	off	0.629057407	0	0	0.629057407	0	0	0	0
